"id";"type";"classes";"grounding";"question";"gold_answer";"llm_response";"has_rule";"rules_count";"has_context";"contexts_count";"complexity";"saf";"nli";"sim";"model"
"54";"grafo";":DPA";"chapter VI, article 53, point 2";"What are the qualifications, experience and skills required for each member of the supervisory authority according to Article 53?";"Each member shall have the qualifications, experience and skills, in particular in the area of the protection of personal data, required to perform its duties and exercise its powers.";"Each member of the supervisory authority shall possess the necessary qualifications, experience, and skills, particularly in personal data protection, to effectively carry out their duties and exercise their powers. These qualifications are a prerequisite for performing their role.";"0";"0";"1";"5";"1";"0.98";"0.98";"0.86";"gemini"
"55";"grafo";":DPA :RegulatoryAuthority :LegalObligation :Obligation";"chapter VI, article 54, point 1, chapter VI, article 54, point 1a, chapter VI, article 54, point 1b, chapter VI, article 54, point 1c, chapter VI, article 54, point 1d, chapter VI, article 54, point 1e, chapter VI, article 54, point 1f, chapter VI, article 54, point 2";"What are the six provisions that each Member State must provide by law regarding the establishment of the supervisory authority according to Article 54?";"The six provisions that each Member State must provide by law regarding the establishment of the supervisory authority according to Article 54 are: (a) the establishment of each supervisory authority; (b) the qualifications and eligibility conditions required to be appointed as a member of each supervisory authority; (c) the rules and procedures for the appointment of the member or members of each supervisory authority; (d) the duration of the term of the member or members of each supervisory authority of no less than four years, except for the first appointment after 24 May 2016, part of which may take place for a shorter period where that is necessary to protect the independence of the supervisory authority by means of a staggered appointment procedure; (e) whether and, if so, for how many terms the member or members of each supervisory authority are eligible for reappointment; and (f) the conditions governing the obligations of the member or members and staff of each supervisory authority, prohibitions on actions, occupations and benefits incompatible therewith during and after the term of office, and rules governing the cessation of employment.";"Each Member State shall provide by law for the establishment of each supervisory authority, the qualifications and eligibility conditions for its members, the rules and procedures for their appointment, the duration of their term (at least four years, with possible shorter initial terms for staggered appointments), eligibility for reappointment, and the conditions governing the obligations, incompatibilities, and cessation of employment for members and staff.";"1";"0";"1";"8";"4";"0.96";"1.00";"0.84";"gemini"
"56";"grafo";":DPA";"chapter VI, article 55, point 1, chapter VI, article 55, point 3";"Which Article of the GDPR Regulation specifies the competence of supervisory authorities?";"Article 55";"Article 55(1) of the GDPR Regulation specifies the competence of supervisory authorities. It states that each supervisory authority shall be competent for the performance of its tasks and the exercise of its powers within its own Member State's territory.";"0";"0";"1";"50";"1";"0.97";"0.54";"0.29";"gemini"
"57";"grafo";":DPA :Controller :Processor :CrossBorderTransfer :Article";"chapter VI, article 56, point 1, chapter VI, article 56, point 6";"According to Article 56, which supervisory authority shall be competent to act as lead supervisory authority for cross-border processing carried out by a controller or processor?";"The supervisory authority of the main establishment or of the single establishment of the controller or processor shall be competent to act as lead supervisory authority for the cross-border processing carried out by that controller or processor.";"The supervisory authority of the main establishment or of the single establishment of the controller or processor shall be competent to act as lead supervisory authority for cross-border processing. This is without prejudice to Article 55.";"1";"17";"1";"6";"5";"0.99";"0.54";"0.86";"gemini"
"58";"grafo";":DPA :Article";"chapter VI, article 57, point 1, chapter VI, article 57, point 1a, chapter VI, article 57, point 1b, chapter VI, article 57, point 1c, chapter VI, article 57, point 1d, chapter VI, article 57, point 1e, chapter VI, article 57, point 1f, chapter VI, article 57, point 1g, chapter VI, article 57, point 1h, chapter VI, article 57, point 1i, chapter VI, article 57, point 1o, chapter VI, article 57, point 1s, chapter VI, article 57, point 1r, chapter VI, article 57, point 1t, chapter VI, article 57, point 3, chapter VI, article 57, point 4";"What are the tasks of each supervisory authority according to Article 57 of the GDPR Regulation?";"Each supervisory authority shall monitor and enforce the application of the GDPR Regulation, promote public awareness and understanding of the risks, rules, safeguards, and rights in relation to processing, advise the national parliament, the government, and other institutions and bodies on legislative and administrative measures relating to the protection of natural persons' rights and freedoms with regard to processing, promote the awareness of controllers and processors of their obligations under this Regulation, provide information to any data subject concerning the exercise of their rights under this Regulation and, if appropriate, cooperate with the supervisory authorities in other Member States to that end, handle complaints lodged by a data subject, or by a body, organization, or association in accordance with Article 80, and investigate, to the extent appropriate, the subject matter of the complaint and inform the complainant of the progress and the outcome of the investigation within a reasonable period, in particular if further investigation or coordination with another supervisory authority is necessary, cooperate with, including sharing information and provide mutual assistance to, other supervisory authorities with a view to ensuring the consistency of application and enforcement of this Regulation, conduct investigations on the application of this Regulation, including on the basis of information received from another supervisory authority or other public authority, monitor relevant developments, insofar as they have an impact on the protection of personal data, in particular the development of information and communication technologies and commercial practices, adopt standard contractual clauses referred to in Article 28(8) and in point (d) of Article 46(2), establish and maintain a list in relation to the requirement for data protection impact assessment pursuant to Article 35(4), give advice on the processing operations referred to in Article 36(2), encourage the drawing up of codes of conduct pursuant to Article 40(1) and provide an opinion and approve such codes of conduct which provide sufficient safeguards, pursuant to Article 40(5), encourage the establishment of data protection certification mechanisms and of data protection seals and marks pursuant to Article 42(1), and approve the criteria of certification pursuant to Article 42(5), where applicable, carry out a periodic review of certifications issued in accordance with Article 42(7), draft and publish the criteria for accreditation of a body for monitoring codes of conduct pursuant to Article 41 and of a certification body pursuant to Article 43, conduct the accreditation of a body for monitoring codes of conduct pursuant to Article 41 and of a certification body pursuant to Article 43, authorize contractual clauses and provisions referred to in Article 46(3), approve binding corporate rules pursuant to Article 47, contribute to the activities of the Board, keep internal records of infringements of this Regulation and of measures taken in accordance with Article 58(2), and fulfill any other tasks related to the protection of personal data.";"Supervisory authorities are tasked with monitoring and enforcing the GDPR, promoting awareness of risks and rules, advising on legislative measures, promoting controller/processor obligations, handling complaints, providing information to data subjects, cooperating with other authorities, conducting investigations, and fulfilling any other data protection-related tasks. These duties are performed free of charge for data subjects, unless requests are manifestly unfounded or excessive.";"1";"20";"1";"26";"2";"0.95";"0.55";"0.67";"gemini"
"59";"grafo";":DPA :Rule";"chapter VI, article 58, point 1, chapter VI, article 58, point 1b, chapter VI, article 58, point 6";"What are the investigative powers of each supervisory authority according to Article 58?";"Each supervisory authority shall have the power to order the controller and the processor to provide any information it requires for the performance of its tasks, carry out investigations in the form of data protection audits, carry out a review on certifications issued pursuant to Article 42(7), notify the controller or the processor of an alleged infringement of this Regulation, obtain access to all personal data and to all information necessary for the performance of its tasks, and obtain access to any premises of the controller and the processor, including to any data processing equipment and means, in accordance with Union or Member State procedural law.";"According to Article 58, each supervisory authority shall possess investigative powers including the ability to carry out investigations in the form of data protection audits. Member States may grant additional powers by law, provided their exercise does not impede the effective operation of Chapter VII.";"1";"0";"1";"9";"2";"0.98";"0.54";"0.54";"gemini"
"60";"grafo";":DPA :Obligation";"chapter VI, article 59, point text_1";"What is the requirement for each supervisory authority under Article 59 of the GDPR?";"Each supervisory authority shall draw up an annual report on its activities, which may include a list of types of infringement notified and types of measures taken in accordance with Article 58(2). Those reports shall be transmitted to the national parliament, the government and other authorities as designated by Member State law. They shall be made available to the public, to the Commission and to the Board.";"Each supervisory authority shall prepare an annual report on its activities. This report must be transmitted to the national parliament, the government, and other designated authorities, and made public, as well as being sent to the Commission and the Board. The report may include a list of infringements and measures taken.";"1";"0";"1";"1";"2";"0.97";"1.00";"0.91";"gemini"
"61";"grafo";":DPA :RegulatoryAuthority :CooperateWithDPA :Compliance";"chapter VII, article 60, point 1, chapter VII, article 60, point 2";"What is the purpose of the cooperation between the lead supervisory authority and the other supervisory authorities concerned according to Article 60?";"The purpose of the cooperation is to reach consensus and exchange all relevant information with each other.";"The purpose of cooperation between the lead supervisory authority and other concerned supervisory authorities is to reach a consensus on matters concerning the application of the GDPR, particularly in cross-border cases. They shall exchange all relevant information and may conduct joint operations or request mutual assistance. This ensures consistent application of the GDPR within the Union.";"1";"5";"1";"12";"4";"0.85";"0.54";"0.63";"gemini"
"62";"grafo";":DPA :Compliance";"chapter VII, article 61, point 1";"What is the purpose of mutual assistance between supervisory authorities according to Article 61 of the GDPR?";"The purpose of mutual assistance between supervisory authorities according to Article 61 of the GDPR is to provide each other with relevant information and assistance in order to implement and apply the Regulation in a consistent manner, and to put in place measures for effective cooperation with one another. Mutual assistance shall cover, in particular, information requests and supervisory measures, such as requests to carry out prior authorisations and consultations, inspections and investigations.";"The purpose of mutual assistance between supervisory authorities, as stated in Article 61(1) of the GDPR, is to ensure the consistent application of the GDPR and effective enforcement. This assistance includes information requests and supervisory measures like prior authorisations, consultations, inspections, and investigations.";"1";"5";"1";"10";"2";"0.97";"1.00";"0.83";"gemini"
"63";"grafo";":Compliance :DPA :Obligation :Article";"chapter VII, article 63, point text_1";"What is the purpose of the consistency mechanism described in Article 63 of the GDPR Regulation?";"The purpose of the consistency mechanism described in Article 63 of the GDPR Regulation is to contribute to the consistent application of the Regulation throughout the Union by having supervisory authorities cooperate with each other and, where relevant, with the Commission.";"The purpose of the consistency mechanism, as described in Article 63 of the GDPR Regulation, is to ensure the uniform application and enforcement of the Regulation throughout the Union. This is achieved through cooperation between supervisory authorities and, where relevant, the Commission.";"1";"5";"1";"1";"4";"0.82";"1.00";"0.94";"gemini"
"64";"grafo";":DPA :Rule";"chapter VII, article 62, point 3";"Under what circumstances can a supervisory authority confer investigative powers on the members or staff of a seconding supervisory authority?";"A supervisory authority may, in accordance with Member State law, and with the seconding supervisory authority's authorisation, confer powers, including investigative powers on the seconding supervisory authority's members or staff involved in joint operations or, in so far as the law of the Member State of the host supervisory authority permits, allow the seconding supervisory authority's members or staff to exercise their investigative powers in accordance with the law of the Member State of the seconding supervisory authority.";"A supervisory authority can confer investigative powers on members or staff of a seconding supervisory authority if it is in accordance with Member State law and with the seconding supervisory authority's authorization. These powers can be exercised within the legal framework and jurisdiction of the GDPR, but only under the guidance and in the presence of members or staff of the host supervisory authority. The seconding staff must adhere to the law of the host Member State.";"1";"0";"1";"50";"2";"0.97";"0.62";"0.79";"gemini"
"65";"grafo";":Entity :Activity :Obligation :Rule :Compliance";"chapter VII, article 64, point 1, chapter VII, article 65, point 1c, chapter VII, article 66, point 3, chapter VII, article 64, point 3";"When shall the Board issue an opinion and what are the measures that trigger this obligation?";"The Board shall issue an opinion when a competent supervisory authority intends to adopt any of the measures listed in Article 64(1), which are: (a) adopting a list of processing operations subject to a DPIA; (b) assessing whether a draft code of conduct complies with the GDPR; (c) approving the criteria for accreditation of a body or certification body; (d) determining standard data protection clauses or authorizing contractual clauses; or (e) approving binding corporate rules.";"The Board shall issue an opinion when a competent supervisory authority intends to adopt specific measures. This obligation is triggered when the supervisory authority communicates a draft decision to the Board. Additionally, the Board shall issue an opinion if a supervisory authority does not request the Board's opinion in cases referred to in Article 64(1), or if it does not follow a previously issued opinion. An urgent opinion may be requested if a supervisory authority has not taken urgent measures when needed to protect data subjects' rights and freedoms.";"1";"0";"1";"50";"5";"0.57";"0.54";"0.69";"gemini"
"66";"grafo";":DPA :Rule";"chapter VII, article 66, point 1";"Under what circumstances can a supervisory authority adopt provisional measures with a specified period of validity not exceeding three months?";"In exceptional circumstances, where a supervisory authority concerned considers that there is an urgent need to act in order to protect the rights and freedoms of data subjects.";"A supervisory authority may adopt provisional measures with a specified period of validity not exceeding three months in exceptional circumstances where there is an urgent need to act to protect the rights and freedoms of data subjects. These measures are adopted as a derogation from the consistency mechanism or the procedure for cooperation with other supervisory authorities.";"1";"0";"1";"50";"2";"0.99";"0.54";"0.55";"gemini"
"67";"grafo";":Rule :Entity :Article";"chapter VII, article 67, point text_1, chapter VII, article 67, point text_2";"What is the purpose of the implementing acts that may be adopted by the Commission in accordance with Article 67?";"The purpose of the implementing acts is to specify the arrangements for the exchange of information by electronic means between supervisory authorities, and between supervisory authorities and the Board, in particular the standardised format referred to in Article 64.";"The Commission may adopt implementing acts of general scope to specify arrangements for the exchange of information between supervisory authorities and the Board, particularly regarding the standardized format for such exchange.";"1";"0";"1";"2";"3";"0.99";"0.63";"0.74";"gemini"
"68";"grafo";":Article :Rule :Entity";"chapter VII, article 65, point 1, chapter VII, article 65, point 1a, chapter VII, article 65, point 1b, chapter VII, article 65, point 1c";"In what cases shall the Board adopt a binding decision according to Article 65?";"The Board shall adopt a binding decision in the following cases: (a) where, in a case referred to in Article 60(4), a supervisory authority concerned has raised a relevant and reasoned objection to a draft decision of the lead authority or the lead authority has rejected such an objection as being not relevant or reasoned; (b) where there are conflicting views on which of the supervisory authorities concerned is competent for the main establishment; (c) where a competent supervisory authority does not request the opinion of the Board in the cases referred to in Article 64(1), or does not follow the opinion of the Board issued under Article 64. In that case, any supervisory authority concerned or the Commission may communicate the matter to the Board.";"The Board shall adopt a binding decision to ensure the correct and consistent application of the Regulation in individual cases. This includes situations where a supervisory authority raises a relevant objection to a draft decision or rejects such an objection, conflicting views on competence, or when a competent supervisory authority does not request or follow the Board's opinion.";"1";"0";"1";"9";"3";"0.71";"0.99";"0.79";"gemini"
"69";"grafo";":DPA :RegulatoryAuthority";"chapter VII, article 68, point 1, chapter VII, article 68, point 3, chapter VII, article 70, point 1, chapter VII, article 69, point 1, chapter VII, article 75, point 1";"What is the European Data Protection Board and who is part of it?";"The European Data Protection Board is a body of the Union with legal personality. It is composed of the head of one supervisory authority of each Member State and of the European Data Protection Supervisor, or their respective representatives. In Member States with more than one supervisory authority, a joint representative shall be appointed.";"The European Data Protection Board (EDPB) is established as a body of the Union with legal personality. It is composed of the head of one supervisory authority from each Member State and the European Data Protection Supervisor, or their representatives. The Board's primary role is to ensure the consistent application of the data protection regulation.";"0";"0";"1";"50";"2";"0.98";"0.54";"0.86";"gemini"
"70";"grafo";":Controller :Processor :ComplianceWithControllersInstructions :OnlyActOnDocumentedInstructionFromController :ControllerResponsibility :Accountability";"chapter VII, article 69, point 2, chapter VII, article 69, point 1";"According to Article 69, can the Board seek or take instructions from anybody when performing its tasks or exercising its powers?";"No, the Board shall, in the performance of its tasks or the exercise of its powers, neither seek nor take instructions from anybody, except for requests by the Commission referred to in point (b) of Article 70(1) and in Article 70(2).";"No, the Board shall not seek or take instructions from anybody when performing its tasks or exercising its powers, as stipulated by Article 69, point 2. This is without prejudice to requests by the Commission as referred to in point (b) of Article 70(1) and in Article 70(2).";"1";"17";"1";"2";"6";"0.97";"0.89";"0.89";"gemini"
"71";"grafo";":DPA :Obligation :MonitorCompliance :Compliance";"chapter VII, article 70, point 1, chapter VII, article 70, point 1a, chapter VII, article 70, point 1b, chapter VII, article 70, point 1c, chapter VII, article 70, point 1d, chapter VII, article 70, point 1e, chapter VII, article 70, point 1f, chapter VII, article 70, point 1g, chapter VII, article 70, point 1h, chapter VII, article 70, point 1i, chapter VII, article 70, point 1j, chapter VII, article 70, point 1k, chapter VII, article 70, point 1l, chapter VII, article 70, point 1m, chapter VII, article 70, point 1n, chapter VII, article 70, point 1o, chapter VII, article 70, point 1p, chapter VII, article 70, point 1q, chapter VII, article 70, point 1r, chapter VII, article 70, point 1s, chapter VII, article 70, point 1t, chapter VII, article 70, point 1u, chapter VII, article 70, point 1v, chapter VII, article 70, point 1w, chapter VII, article 70, point 1x, chapter VII, article 70, point 1y, chapter VII, article 70, point 2, chapter VII, article 70, point 3, chapter VII, article 70, point 4";"What are the tasks of the Board according to Article 70?";"The tasks of the Board according to Article 70 are: ensuring the consistent application of the GDPR, monitoring and ensuring the correct application of the GDPR in the cases provided for in Articles 64 and 65, advising the Commission on any issue related to the protection of personal data in the Union, issuing guidelines, recommendations, and best practices on various topics, examining any question covering the application of the GDPR and issuing guidelines, recommendations and best practices in order to encourage consistent application of the GDPR, drawing up guidelines for supervisory authorities concerning the application of measures referred to in Article 58(1), (2) and (3) and the setting of administrative fines pursuant to Article 83, reviewing the practical application of the guidelines, recommendations and best practices, encouraging the drawing-up of codes of conduct and the establishment of data protection certification mechanisms and data protection seals and marks, carrying out the accreditation of certification bodies and its periodic review, specifying the requirements referred to in Article 43(3) with a view to the accreditation of certification bodies under Article 42, providing the Commission with an opinion on the certification requirements referred to in Article 43(8), providing the Commission with an opinion on the icons referred to in Article 12(7), providing the Commission with an opinion for the assessment of the adequacy of the level of protection in a third country or international organisation, issuing opinions on draft decisions of supervisory authorities pursuant to the consistency mechanism referred to in Article 64(1), on matters submitted pursuant to Article 64(2) and to issue binding decisions pursuant to Article 65, promoting the cooperation and the effective bilateral and multilateral exchange of information and best practices between the supervisory authorities, promoting common training programmes and facilitate personnel exchanges between the supervisory authorities and, where appropriate, with the supervisory authorities of third countries or with international organisations, promoting the exchange of knowledge and documentation on data protection legislation and practice with data protection supervisory authorities worldwide, issuing opinions on codes of conduct drawn up at Union level pursuant to Article 40(9), and maintaining a publicly accessible electronic register of decisions taken by supervisory authorities and courts on issues handled in the consistency mechanism.";"According to Article 70 of the GDPR, the European Data Protection Board (EDPB) has several tasks. These include ensuring the consistent application of the GDPR, advising the Commission on data protection issues, issuing guidelines and recommendations, promoting the exchange of information and best practices among supervisory authorities, and consulting interested parties. The Board also monitors and ensures the correct application of the GDPR in specific cases and provides opinions on draft decisions of supervisory authorities.";"1";"5";"1";"29";"4";"0.97";"0.99";"0.79";"gemini"
"72";"grafo";":Controller :ControllerObligation :Accountability :Compliance :Article";"chapter VII, article 71, point 1, chapter VII, article 71, point 2";"What is the purpose of the annual report that the Board is required to draw up according to Article 71?";"The annual report is regarding the protection of natural persons with regard to processing in the Union and, where relevant, in third countries and international organisations. It shall include a review of the practical application of the guidelines, recommendations and best practices referred to in point (l) of Article 70(1) as well as of the binding decisions referred to in Article 65. The report shall be made public and be transmitted to the European Parliament, to the Council and to the Commission.";"The Board is required to draw up an annual report concerning the protection of natural persons with regard to processing in the Union and, where relevant, in third countries and international organisations. This report must be made public and transmitted to the European Parliament, the Council, and the Commission. It shall also include a review of the practical application of guidelines, recommendations, and best practices, as well as binding decisions.";"1";"8";"1";"2";"5";"0.97";"0.65";"0.81";"gemini"
"73";"grafo";":Controller :Activity :ControllerResponsibility :LegalObligation :Principle";"chapter VII, article 72, point 2, chapter VII, article 72, point 1, chapter VII, article 65, point 2";"What is the required majority for the Board to adopt its own rules of procedure?";"A two-thirds majority of its members.";"The Board must adopt its own rules of procedure by a two-thirds majority of its members. This is established in Chapter VII, Article 72, Point 2.";"1";"16";"1";"50";"5";"0.71";"0.54";"0.43";"gemini"
"74";"grafo";":Article :Recital";"chapter VII, article 73, point 1, chapter VII, article 73, point 2";"Who elects the chair and deputy chairs of the Board in Article 73 of the regulation?";"The Board elects the chair and deputy chairs from amongst its members by simple majority.";"The Board elects its chair and two deputy chairs from amongst its members by simple majority. The term of office for the chair and deputy chairs is five years and is renewable once.";"1";"20";"1";"2";"2";"0.99";"0.54";"0.80";"gemini"
"75";"grafo";":Entity :Obligation :Article";"chapter VII, article 74, point 1a, chapter VII, article 74, point 1b, chapter VII, article 74, point 1c, chapter VII, article 74, point 2";"What are the tasks of the Chair according to Article 74?";"The Chair's tasks according to Article 74 are: (a) to convene the meetings of the Board and prepare its agenda; (b) to notify decisions adopted by the Board pursuant to Article 65 to the lead supervisory authority and the supervisory authorities concerned; (c) to ensure the timely performance of the tasks of the Board, in particular in relation to the consistency mechanism referred to in Article 63.";"According to Article 74, the Chair's tasks include convening the Board's meetings and preparing its agenda, notifying decisions adopted by the Board pursuant to Article 65 to the lead supervisory authority and concerned supervisory authorities, and ensuring the timely performance of the Board's tasks, particularly concerning the consistency mechanism in Article 63. The allocation of tasks between the Chair and deputy chairs is determined by the Board's rules of procedure.";"1";"6";"1";"5";"3";"0.97";"0.55";"0.93";"gemini"
"76";"grafo";":Entity :RegulatoryAuthority :DPA :Activity :Obligation";"chapter VII, article 75, point 5, chapter VII, article 75, point 2, chapter VII, article 75, point 6, chapter VII, article 75, point 1, chapter VII, article 75, point 6a, chapter VII, article 75, point 6f, chapter VII, article 75, point 6g, chapter VII, article 75, point 6b";"What is the role of the secretariat in the Board established by Article 75 of the GDPR Regulation?";"The secretariat shall provide analytical, administrative and logistical support to the Board, including the day-to-day business of the Board, communication between the members of the Board, its Chair and the Commission, communication with other institutions and the public, the use of electronic means for the internal and external communication, the translation of relevant information, the preparation and follow-up of the meetings of the Board, the preparation, drafting and publication of opinions, decisions on the settlement of disputes between supervisory authorities and other texts adopted by the Board.";"The secretariat, provided by the European Data Protection Supervisor, offers analytical, administrative, and logistical support to the Board. It operates under the Chair's instructions and is responsible for managing the Board's day-to-day business, preparing and following up on meetings, and handling communications between Board members, the Chair, and the Commission. Additionally, it prepares, drafts, and publishes opinions, decisions on dispute settlements, and other Board texts.";"1";"6";"1";"10";"5";"0.87";"0.96";"0.89";"gemini"
"77";"grafo";":Article :Controller :PersonalData :IntegrityAndConfidentiality :Obligation :DataSubject";"chapter VII, article 76, point 1, chapter VII, article 76, point 2";"Under what circumstances shall the discussions of the Board be confidential according to Article 76?";"The discussions of the Board shall be confidential where the Board deems it necessary, as provided for in its rules of procedure.";"Discussions of the Board shall be confidential when the Board deems it necessary, as stipulated in its rules of procedure. Access to documents submitted to Board members, experts, and third-party representatives is governed by Regulation (EC) No 1049/2001.";"1";"17";"1";"2";"6";"0.97";"0.54";"0.85";"gemini"
"78";"grafo";":DataSubject :Rights";"chapter VIII, article 77, point 1";"What is the right granted to every data subject in Article 77 of the GDPR?";"The right to lodge a complaint with a supervisory authority if the data subject considers that the processing of personal data relating to him or her infringes this Regulation.";"Every data subject has the right to lodge a complaint with a supervisory authority if they believe their personal data processing infringes the GDPR. This right is without prejudice to other remedies. The complaint can be lodged in the Member State of habitual residence, place of work, or where the alleged infringement occurred.";"1";"3";"1";"2";"2";"1.00";"0.54";"0.58";"gemini"
"79";"grafo";":Rights :Entity :DPA";"chapter VIII, article 78, point 1";"What is the right granted to each natural or legal person in relation to a legally binding decision of a supervisory authority?";"The right to an effective judicial remedy.";"Each natural or legal person has the right to an effective judicial remedy against a legally binding decision of a supervisory authority concerning them. This right is granted without prejudice to any other administrative or non-judicial remedy.";"1";"6";"1";"50";"3";"0.96";"0.54";"0.52";"gemini"
"80";"grafo";":DataSubject :Rights :Article";"chapter VIII, article 79, point 1, chapter VIII, article 79, point 2";"What is the right granted to data subjects under Article 79 of the GDPR Regulation?";"Each data subject shall have the right to an effective judicial remedy where he or she considers that his or her rights under this Regulation have been infringed as a result of the processing of his or her personal data in non-compliance with this Regulation.";"Data subjects have the right to an effective judicial remedy against controllers or processors if they believe their rights under the GDPR have been infringed due to non-compliant processing of their personal data. This right is without prejudice to other available remedies, such as lodging a complaint with a supervisory authority.";"1";"18";"1";"2";"3";"0.97";"0.55";"0.67";"gemini"
"81";"grafo";":Rights :DataSubject :Article";"chapter VIII, article 80, point 1, chapter VIII, article 80, point 2";"What is the right granted to a data subject in Article 80 of the GDPR?";"The data subject shall have the right to mandate a not-for-profit body, organisation or association to lodge the complaint on his or her behalf, to exercise the rights referred to in Articles 77, 78 and 79 on his or her behalf, and to exercise the right to receive compensation referred to in Article 82 on his or her behalf where provided for by Member State law.";"Article 80 of the GDPR grants data subjects the right to mandate a not-for-profit body, organisation, or association to lodge complaints and exercise rights (Articles 77, 78, and 79) on their behalf. Member States may also allow such bodies to exercise these rights independently if they deem a data subject's rights have been infringed.";"1";"18";"1";"2";"3";"0.96";"0.54";"0.77";"gemini"
"82";"grafo";":Controller :Processor :Processing :RegulatoryAuthority :Rule";"chapter VIII, article 81, point 1, chapter VIII, article 81, point 2, chapter VIII, article 81, point 3";"What should a competent court of a Member State do if it has information on proceedings concerning the same subject matter as regards processing by the same controller or processor that are pending in a court in another Member State?";"It shall contact that court in the other Member State to confirm the existence of such proceedings.";"A competent court of a Member State, upon receiving information about parallel proceedings concerning the same subject matter and controller/processor in another Member State, shall contact the court in the other Member State to confirm the existence of such proceedings. Additionally, any competent court other than the one first seized may suspend its proceedings.";"1";"0";"1";"50";"5";"0.96";"0.54";"0.78";"gemini"
"83";"grafo";":Controller :Processor :JointController :Processing :UnlawfulProcessing :ControllerResponsibility :LiabilityOfJointController";"chapter VIII, article 82, point 2, chapter VIII, article 82, point 4, chapter VIII, article 82, point 3";"Who is liable for the damage caused by processing which infringes the GDPR Regulation?";"Any controller involved in processing shall be liable for the damage caused by processing which infringes this Regulation. A processor shall be liable for the damage caused by processing only where it has not complied with obligations of this Regulation specifically directed to processors or where it has acted outside or contrary to lawful instructions of the controller.";"The controller is liable for damage caused by processing that infringes the GDPR. A processor is liable only if it fails to comply with obligations specifically directed to processors or acts outside lawful instructions. In cases where multiple controllers or processors are involved, each is liable for the entire damage to ensure effective compensation.";"1";"19";"1";"50";"7";"0.99";"0.54";"0.72";"gemini"
"84";"grafo";":Article";"chapter VIII, article 83, point 2a, chapter VIII, article 83, point 2d, chapter VIII, article 83, point 2f, chapter VIII, article 83, point 2h, chapter VIII, article 83, point 2k, chapter VIII, article 83, point 2";"What factors should be taken into account when deciding on the amount of an administrative fine according to Article 83?";"When deciding on the amount of an administrative fine in each individual case due regard shall be given to the nature, gravity and duration of the infringement taking into account the nature scope or purpose of the processing concerned as well as the number of data subjects affected and the level of damage suffered by them; the intentional or negligent character of the infringement; any action taken by the controller or processor to mitigate the damage suffered by data subjects; the degree of responsibility of the controller or processor taking into account technical and organisational measures implemented by them pursuant to Articles 25 and 32; any relevant previous infringements by the controller or processor; the degree of cooperation with the supervisory authority, in order to remedy the infringement and mitigate the possible adverse effects of the infringement; the categories of personal data affected by the infringement; the manner in which the infringement became known to the supervisory authority, in particular whether, and if so to what extent, the controller or processor notified the infringement; where measures referred to in Article 58(2) have previously been ordered against the controller or processor concerned with regard to the same subject-matter, compliance with those measures; adherence to approved codes of conduct pursuant to Article 40 or approved certification mechanisms pursuant to Article 42; and any other aggravating or mitigating factor applicable to the circumstances of the case, such as financial benefits gained, or losses avoided, directly or indirectly, from the infringement.";"When deciding on the amount of an administrative fine, the authority must consider the nature, gravity, and duration of the infringement, the number of data subjects affected, and the level of damage suffered. It must also take into account the degree of responsibility of the controller or processor, including technical and organisational measures implemented, their cooperation with the supervisory authority, and how the infringement became known. Other aggravating or mitigating factors, such as financial benefits gained or losses avoided, are also relevant. Article 83(2) outlines these factors.";"1";"20";"1";"15";"1";"0.89";"0.72";"0.65";"gemini"
"85";"grafo";":Obligation :Principle :Compliance";"chapter VIII, article 84, point 1";"What is the purpose of the penalties laid down by Member States in accordance with Article 84 of the GDPR?";"The purpose of the penalties laid down by Member States in accordance with Article 84 of the GDPR is to provide effective, proportionate, and dissuasive penalties for infringements of the GDPR that are not subject to administrative fines under Article 83.";"Member States shall establish rules for penalties applicable to infringements of the GDPR not covered by administrative fines under Article 83. These penalties must be effective, proportionate, and dissuasive, aimed at ensuring compliance with GDPR obligations and principles.";"1";"5";"1";"2";"3";"0.97";"0.58";"0.85";"gemini"
"86";"grafo";":Article :Rights";"chapter IX, article 85, point 1, chapter IX, article 85, point 2, chapter IX, article 85, point 3";"What does Article 85 of the GDPR Regulation state regarding the right to freedom of expression and information?";"Article 85 of the GDPR Regulation states that Member States shall by law reconcile the right to the protection of personal data pursuant to this Regulation with the right to freedom of expression and information, including processing for journalistic purposes and the purposes of academic, artistic or literary expression. For processing carried out for journalistic purposes or the purpose of academic artistic or literary expression, Member States shall provide for exemptions or derogations from certain chapters of the Regulation if they are necessary to reconcile the right to the protection of personal data with the freedom of expression and information.";"Article 85 of the GDPR Regulation mandates that Member States shall reconcile the right to personal data protection with the right to freedom of expression and information. This includes specific provisions for processing for journalistic, academic, artistic, or literary purposes, allowing for exemptions or derogations from certain GDPR chapters if necessary to balance these rights. Member States must notify the Commission of any laws adopted under this provision.";"1";"18";"1";"3";"2";"0.96";"0.54";"0.92";"gemini"
