"id";"type";"classes";"grounding";"question";"gold_answer";"llm_response";"has_rule";"rules_count";"has_context";"contexts_count";"complexity";"saf";"nli";"sim";"model"
"53";"grafo";":DPA :Obligation :Activity :MonitorCompliance";"chapter VI, article 52, point 2, chapter VI, article 53, point 1, chapter VI, article 54, point 1d, chapter VI, article 54, point 1e";"What is the requirement for the member or members of each supervisory authority in performing their tasks and exercising their powers?";"The member or members of each supervisory authority shall, in the performance of their tasks and exercise of their powers in accordance with this Regulation, remain free from external influence, whether direct or indirect, and shall neither seek nor take instructions from anybody.";"Members of supervisory authorities **must** remain free from external influence and **shall not** seek or take instructions (Article 52(2)), while their qualifications, experience, and skills are defined by Article 53(1). Their term of office is at least four years (Article 54(1d)), with prohibitions on incompatible occupations (Article 52(3)) and duty of professional secrecy (Article 54(1e)).";"1";"15";"1";"50";"4";"0.89";"0.54";"0.67";"ministral"
"54";"grafo";":DPA";"Chapter VI, Article 53, Point 2";"What are the qualifications, experience and skills required for each member of the supervisory authority according to Article 53?";"Each member shall have the qualifications, experience and skills, in particular in the area of the protection of personal data, required to perform its duties and exercise its powers.";"Each member of the supervisory authority must possess the **qualifications, experience, and skills**—specifically in the area of **protection of personal data**—to fulfill its duties and exercise powers. This requirement is explicitly stated in **Chapter VI, Article 53, Point 2**.";"0";"0";"1";"5";"1";"0.65";"0.55";"0.76";"ministral"
"55";"grafo";":DPA :RegulatoryAuthority :LegalObligation :Obligation";"chapter VI, article 54, point 1a, chapter VI, article 54, point 1b, chapter VI, article 54, point 1c, chapter VI, article 54, point 1d, chapter VI, article 54, point 1e, chapter VI, article 54, point 1f";"What are the six provisions that each Member State must provide by law regarding the establishment of the supervisory authority according to Article 54?";"The six provisions that each Member State must provide by law regarding the establishment of the supervisory authority according to Article 54 are: (a) the establishment of each supervisory authority; (b) the qualifications and eligibility conditions required to be appointed as a member of each supervisory authority; (c) the rules and procedures for the appointment of the member or members of each supervisory authority; (d) the duration of the term of the member or members of each supervisory authority of no less than four years, except for the first appointment after 24 May 2016, part of which may take place for a shorter period where that is necessary to protect the independence of the supervisory authority by means of a staggered appointment procedure; (e) whether and, if so, for how many terms the member or members of each supervisory authority are eligible for reappointment; and (f) the conditions governing the obligations of the member or members and staff of each supervisory authority, prohibitions on actions, occupations and benefits incompatible therewith during and after the term of office, and rules governing the cessation of employment.";"Each Member State must by law establish the supervisory authority under Article 54(1) with provisions for:     1) **Establishment** (1a);     2) **Qualifications** (1b);     3) **Appointment rules** (1c);     4) **Term duration** (1d);     5) **Reappointment eligibility** (1e);     6) **Obligations/prohibitions** (1f).";"1";"0";"1";"8";"4";"0.85";"0.99";"0.65";"ministral"
"56";"grafo";":DPA";"chapter VI, article 55, point 1";"Which Article of the GDPR Regulation specifies the competence of supervisory authorities?";"Article 55";"The competence of supervisory authorities under GDPR is specified in **Chapter VI, Article 55, Point 1**, which states: *'Each supervisory authority shall be competent for the performance of the tasks assigned to and the exercise of the powers conferred on it in accordance with this Regulation on the territory of its own Member State.'*";"0";"0";"1";"50";"1";"0.84";"0.55";"0.27";"ministral"
"57";"grafo";":DPA :CrossBorderTransfer :Controller :Processor :Processing";"chapter_vi_article_56_point_1, chapter_vi_article_56_point_6";"According to Article 56, which supervisory authority shall be competent to act as lead supervisory authority for cross-border processing carried out by a controller or processor?";"The supervisory authority of the main establishment or of the single establishment of the controller or processor shall be competent to act as lead supervisory authority for the cross-border processing carried out by that controller or processor.";"The supervisory authority of the **main establishment** or **single establishment** of the controller/processor shall act as lead supervisory authority for cross-border processing, per **Article 56(1)**. The lead authority is the sole interlocutor for such processing under **Article 56(6)**. No other authority is explicitly designated as lead unless derogations apply (e.g., local relevance in **Article 56(2)**).";"1";"19";"1";"6";"5";"0.94";"0.97";"0.67";"ministral"
"58";"grafo";":DPA :Obligation :Article";"chapter VI, article 57, point 1a, chapter VI, article 57, point 1f, chapter VI, article 57, point 1g, chapter VI, article 57, point 1b, chapter VI, article 57, point 1c, chapter VI, article 57, point 1v";"What are the tasks of each supervisory authority according to Article 57 of the GDPR Regulation?";"Each supervisory authority shall monitor and enforce the application of the GDPR Regulation, promote public awareness and understanding of the risks, rules, safeguards, and rights in relation to processing, advise the national parliament, the government, and other institutions and bodies on legislative and administrative measures relating to the protection of natural persons' rights and freedoms with regard to processing, promote the awareness of controllers and processors of their obligations under this Regulation, provide information to any data subject concerning the exercise of their rights under this Regulation and, if appropriate, cooperate with the supervisory authorities in other Member States to that end, handle complaints lodged by a data subject, or by a body, organization, or association in accordance with Article 80, and investigate, to the extent appropriate, the subject matter of the complaint and inform the complainant of the progress and the outcome of the investigation within a reasonable period, in particular if further investigation or coordination with another supervisory authority is necessary, cooperate with, including sharing information and provide mutual assistance to, other supervisory authorities with a view to ensuring the consistency of application and enforcement of this Regulation, conduct investigations on the application of this Regulation, including on the basis of information received from another supervisory authority or other public authority, monitor relevant developments, insofar as they have an impact on the protection of personal data, in particular the development of information and communication technologies and commercial practices, adopt standard contractual clauses referred to in Article 28(8) and in point (d) of Article 46(2), establish and maintain a list in relation to the requirement for data protection impact assessment pursuant to Article 35(4), give advice on the processing operations referred to in Article 36(2), encourage the drawing up of codes of conduct pursuant to Article 40(1) and provide an opinion and approve such codes of conduct which provide sufficient safeguards, pursuant to Article 40(5), encourage the establishment of data protection certification mechanisms and of data protection seals and marks pursuant to Article 42(1), and approve the criteria of certification pursuant to Article 42(5), where applicable, carry out a periodic review of certifications issued in accordance with Article 42(7), draft and publish the criteria for accreditation of a body for monitoring codes of conduct pursuant to Article 41 and of a certification body pursuant to Article 43, conduct the accreditation of a body for monitoring codes of conduct pursuant to Article 41 and of a certification body pursuant to Article 43, authorize contractual clauses and provisions referred to in Article 46(3), approve binding corporate rules pursuant to Article 47, contribute to the activities of the Board, keep internal records of infringements of this Regulation and of measures taken in accordance with Article 58(2), and fulfill any other tasks related to the protection of personal data.";"Each supervisory authority under GDPR (Art. 57(1)) must monitor enforcement (1a), handle complaints (1f), cooperate with other authorities (1g), conduct investigations (1h), promote public awareness (1b), advise national institutions (1c), and fulfill other data protection-related tasks (1v). Key snippet: *‘conduct investigations... cooperate... promote public awareness... fulfill any other tasks related to the protection of personal data.’*";"1";"18";"1";"18";"3";"0.87";"0.76";"0.69";"ministral"
"59";"grafo";":DPA :Rule";"chapter VI, article 58, point 1b";"What are the investigative powers of each supervisory authority according to Article 58?";"Each supervisory authority shall have the power to order the controller and the processor to provide any information it requires for the performance of its tasks, carry out investigations in the form of data protection audits, carry out a review on certifications issued pursuant to Article 42(7), notify the controller or the processor of an alleged infringement of this Regulation, obtain access to all personal data and to all information necessary for the performance of its tasks, and obtain access to any premises of the controller and the processor, including to any data processing equipment and means, in accordance with Union or Member State procedural law.";"Each supervisory authority may exercise investigative powers **to carry out data protection audits** (Article 58, point 1b). No other specific investigative powers are explicitly detailed in the provided chunks.";"1";"0";"1";"10";"2";"0.90";"0.55";"0.48";"ministral"
"60";"grafo";":DPA :Obligation";"chapter VI, article 59, point text_1";"What is the requirement for each supervisory authority under Article 59 of the GDPR?";"Each supervisory authority shall draw up an annual report on its activities, which may include a list of types of infringement notified and types of measures taken in accordance with Article 58(2). Those reports shall be transmitted to the national parliament, the government and other authorities as designated by Member State law. They shall be made available to the public, to the Commission and to the Board.";"Under Article 59(1) of the GDPR, each supervisory authority **must** draw up an annual report on its activities, including infringement types notified and measures taken under Article 58(2). These reports **must** be transmitted to the national parliament, government, and other designated authorities by Member State law, and **must** be publicly available to the public, Commission, and Board. Key snippet: *‘Each supervisory authority shall draw up an annual report...’*";"1";"0";"1";"1";"2";"0.69";"0.98";"0.88";"ministral"
"61";"grafo";":DPA :Article";"chapter VII, article 60, point 1, chapter VII, article 60, point 3, chapter VII, article 60, point 12";"What is the purpose of the cooperation between the lead supervisory authority and the other supervisory authorities concerned according to Article 60?";"The purpose of the cooperation is to reach consensus and exchange all relevant information with each other.";"The cooperation between the lead supervisory authority and other concerned authorities under Article 60(1) GDPR **shall** ensure **consistent application of GDPR** by exchanging relevant information and pursuing consensus to reach binding decisions, as per the standardised electronic exchange mechanism (Point 1, 3, 12).";"1";"20";"1";"12";"2";"0.89";"0.56";"0.62";"ministral"
"62";"grafo";":DPA :Compliance";"chapter VII, article 61, point 1";"What is the purpose of mutual assistance between supervisory authorities according to Article 61 of the GDPR?";"The purpose of mutual assistance between supervisory authorities according to Article 61 of the GDPR is to provide each other with relevant information and assistance in order to implement and apply the Regulation in a consistent manner, and to put in place measures for effective cooperation with one another. Mutual assistance shall cover, in particular, information requests and supervisory measures, such as requests to carry out prior authorisations and consultations, inspections and investigations.";"The purpose of mutual assistance between supervisory authorities under **Article 61(1) GDPR** is to ensure **consistent application** of the Regulation and **effective enforcement** through cooperation, including information exchange, prior authorizations, consultations, inspections, and investigations. This facilitates uniform interpretation and implementation of GDPR across Member States.";"1";"5";"1";"10";"2";"0.96";"0.57";"0.86";"ministral"
"63";"grafo";":Compliance :DPA :Obligation :Article";"chapter VII, article 63, point text_1";"What is the purpose of the consistency mechanism described in Article 63 of the GDPR Regulation?";"The purpose of the consistency mechanism described in Article 63 of the GDPR Regulation is to contribute to the consistent application of the Regulation throughout the Union by having supervisory authorities cooperate with each other and, where relevant, with the Commission.";"The consistency mechanism in **Article 63 GDPR** ensures **uniform application and enforcement** of the Regulation by mandating cooperation among supervisory authorities and, where relevant, the Commission. It facilitates harmonized decisions on cross-border cases, preventing fragmentation in data protection compliance. Key_snippet: *‘In order to contribute to the consistent application of this Regulation throughout the Union, the supervisory authorities shall cooperate...’*";"1";"5";"1";"1";"4";"0.87";"0.54";"0.89";"ministral"
"64";"grafo";":DPA :Rule";"chapter VII, article 62, point 3, chapter VI, article 58, point 4";"Under what circumstances can a supervisory authority confer investigative powers on the members or staff of a seconding supervisory authority?";"A supervisory authority may, in accordance with Member State law, and with the seconding supervisory authority's authorisation, confer powers, including investigative powers on the seconding supervisory authority's members or staff involved in joint operations or, in so far as the law of the Member State of the host supervisory authority permits, allow the seconding supervisory authority's members or staff to exercise their investigative powers in accordance with the law of the Member State of the seconding supervisory authority.";"A supervisory authority **may** confer investigative powers on members/staff of a seconding supervisory authority **only** if: (1) Member State law permits it, (2) the seconding authority’s authorization is granted, and (3) the powers are exercised under the host authority’s law, with guidance/presence of host members/staff. This applies to joint operations (Article 62(3)).";"1";"0";"1";"50";"2";"0.93";"0.78";"0.85";"ministral"
"65";"grafo";":Controller :Obligation";"chapter VII, article 64, point 1, chapter VII, article 64, point 3";"When shall the Board issue an opinion and what are the measures that trigger this obligation?";"The Board shall issue an opinion when a competent supervisory authority intends to adopt any of the measures listed in Article 64(1), which are: (a) adopting a list of processing operations subject to a DPIA; (b) assessing whether a draft code of conduct complies with the GDPR; (c) approving the criteria for accreditation of a body or certification body; (d) determining standard data protection clauses or authorizing contractual clauses; or (e) approving binding corporate rules.";"The Board shall issue an opinion when a **competent supervisory authority** submits a draft decision under **Article 64(1)**, triggering its obligation to provide input within **8 weeks** (extendable by 6 weeks). Measures triggering this obligation include draft decisions on processing violations, codes of conduct, or compliance orders. The Board’s opinion is mandatory for the supervisory authority to adopt its final decision, unless it explicitly declines (Article 65).";"1";"29";"1";"50";"2";"0.75";"0.55";"0.62";"ministral"
"66";"grafo";":DPA :Rule";"chapter VII, article 66, point 1, chapter VII, article 61, point 8, chapter VII, article 62, point 7";"Under what circumstances can a supervisory authority adopt provisional measures with a specified period of validity not exceeding three months?";"In exceptional circumstances, where a supervisory authority concerned considers that there is an urgent need to act in order to protect the rights and freedoms of data subjects.";"A supervisory authority may adopt provisional measures with a specified period of validity not exceeding three months under **Chapter VII, Article 66(1)** when there is an urgent need to protect data subjects' rights, derogating from the consistency mechanism or Article 60 procedure. The authority must communicate these measures promptly to other supervisory authorities, the Board, and the Commission.";"1";"0";"1";"50";"2";"0.98";"0.54";"0.55";"ministral"
"67";"grafo";":Rule :Entity :Article";"chapter VII, article 67, point text_1";"What is the purpose of the implementing acts that may be adopted by the Commission in accordance with Article 67?";"The purpose of the implementing acts is to specify the arrangements for the exchange of information by electronic means between supervisory authorities, and between supervisory authorities and the Board, in particular the standardised format referred to in Article 64.";"The purpose of implementing acts adopted by the Commission under **Article 67(1) GDPR** is to specify technical arrangements for **exchange of information** between supervisory authorities (e.g., standardized formats in Article 64). They apply to general scope matters, not individual cases. Key snippet: *‘The Commission may adopt implementing acts of general scope to specify arrangements for exchange of information’ (Chapter VII, Article 67, Point 1).";"1";"0";"1";"2";"3";"0.83";"0.70";"0.69";"ministral"
"68";"grafo";":Article :Rule :Obligation :Controller";"chapter VII, article 65, point 1, chapter VII, article 65, point 1a, chapter VII, article 65, point 1b, chapter VII, article 65, point 1c, chapter VII, article 65, point 2";"In what cases shall the Board adopt a binding decision according to Article 65?";"The Board shall adopt a binding decision in the following cases: (a) where, in a case referred to in Article 60(4), a supervisory authority concerned has raised a relevant and reasoned objection to a draft decision of the lead authority or the lead authority has rejected such an objection as being not relevant or reasoned; (b) where there are conflicting views on which of the supervisory authorities concerned is competent for the main establishment; (c) where a competent supervisory authority does not request the opinion of the Board in the cases referred to in Article 64(1), or does not follow the opinion of the Board issued under Article 64. In that case, any supervisory authority concerned or the Commission may communicate the matter to the Board.";"The Board shall adopt a binding decision in cases where: (1) a supervisory authority raises a relevant objection under **Article 60(4)** (point 1a), (2) there are conflicting views on competent authority (point 1b), or (3) a supervisory authority fails to request Board opinion in Article 64(1) cases (point 1c). Binding decisions must be reasoned, addressed to supervisory authorities, and enforceable under **Article 65, point 2** (two-thirds majority within one month, extendable by one month).";"1";"0";"1";"9";"4";"0.80";"0.55";"0.76";"ministral"
"69";"grafo";":DPA :RegulatoryAuthority";"chapter VII, article 68, point 1, chapter VII, article 68, point 3";"What is the European Data Protection Board and who is part of it?";"The European Data Protection Board is a body of the Union with legal personality. It is composed of the head of one supervisory authority of each Member State and of the European Data Protection Supervisor, or their respective representatives. In Member States with more than one supervisory authority, a joint representative shall be appointed.";"The **European Data Protection Board (Board)** is a Union body established under **Chapter VII, Article 68** to ensure consistent application of data protection laws. Its members include the **head of each Member State’s supervisory authority** and the **European Data Protection Supervisor**, or their representatives. The Board operates independently and adopts decisions by simple majority (Article 72).";"0";"0";"1";"50";"2";"0.74";"0.54";"0.75";"ministral"
"70";"grafo";":Entity :Controller :Processor :Obligation :ComplianceWithControllersInstructions :OnlyActOnDocumentedInstructionFromController";"chapter_VII_article_69_point_2";"According to Article 69, can the Board seek or take instructions from anybody when performing its tasks or exercising its powers?";"No, the Board shall, in the performance of its tasks or the exercise of its powers, neither seek nor take instructions from anybody, except for requests by the Commission referred to in point (b) of Article 70(1) and in Article 70(2).";"The Board **shall not** seek or take instructions from anybody when performing its tasks or exercising its powers, as explicitly prohibited in **Article 69(2)**. Key snippet: *‘the Board shall, in the performance of its tasks or the exercise of its powers, neither seek nor take instructions from anybody.’*";"1";"6";"1";"2";"6";"0.95";"0.91";"0.81";"ministral"
"71";"grafo";":DPA :Obligation :MonitorCompliance :Compliance";"chapter VII, article 70, point 1, chapter VII, article 70, point 1t, chapter VII, article 70, point 1b, chapter VII, article 70, point 1w, chapter VII, article 70, point 1u, chapter VII, article 70, point 1v, chapter VII, article 70, point 4";"What are the tasks of the Board according to Article 70?";"The tasks of the Board according to Article 70 are: ensuring the consistent application of the GDPR, monitoring and ensuring the correct application of the GDPR in the cases provided for in Articles 64 and 65, advising the Commission on any issue related to the protection of personal data in the Union, issuing guidelines, recommendations, and best practices on various topics, examining any question covering the application of the GDPR and issuing guidelines, recommendations and best practices in order to encourage consistent application of the GDPR, drawing up guidelines for supervisory authorities concerning the application of measures referred to in Article 58(1), (2) and (3) and the setting of administrative fines pursuant to Article 83, reviewing the practical application of the guidelines, recommendations and best practices, encouraging the drawing-up of codes of conduct and the establishment of data protection certification mechanisms and data protection seals and marks, carrying out the accreditation of certification bodies and its periodic review, specifying the requirements referred to in Article 43(3) with a view to the accreditation of certification bodies under Article 42, providing the Commission with an opinion on the certification requirements referred to in Article 43(8), providing the Commission with an opinion on the icons referred to in Article 12(7), providing the Commission with an opinion for the assessment of the adequacy of the level of protection in a third country or international organisation, issuing opinions on draft decisions of supervisory authorities pursuant to the consistency mechanism referred to in Article 64(1), on matters submitted pursuant to Article 64(2) and to issue binding decisions pursuant to Article 65, promoting the cooperation and the effective bilateral and multilateral exchange of information and best practices between the supervisory authorities, promoting common training programmes and facilitate personnel exchanges between the supervisory authorities and, where appropriate, with the supervisory authorities of third countries or with international organisations, promoting the exchange of knowledge and documentation on data protection legislation and practice with data protection supervisory authorities worldwide, issuing opinions on codes of conduct drawn up at Union level pursuant to Article 40(9), and maintaining a publicly accessible electronic register of decisions taken by supervisory authorities and courts on issues handled in the consistency mechanism.";"The EDPB’s tasks under Article 70(GDPR) include: (1) ensuring consistent application of the Regulation (e.g., issuing guidelines, opinions, and binding decisions on consistency mechanisms under Art. 64/65); (2) advising the Commission on data protection issues, proposed amendments, and adequacy assessments (Art. 70.1b/s); (3) promoting cooperation among supervisory authorities (Art. 70.1u/v); (4) consulting stakeholders and making consultation results public (Art. 70.4). Key snippet: *‘The Board shall ensure consistent application... issue guidelines, recommendations and best practices... advise the Commission... make the results publicly available.’*";"1";"5";"1";"29";"4";"0.97";"0.85";"0.73";"ministral"
"72";"grafo";":Controller :ControllerObligation :Accountability :Compliance :Article";"chapter_vii_article_71_point_1, chapter_vii_article_71_point_2";"What is the purpose of the annual report that the Board is required to draw up according to Article 71?";"The annual report is regarding the protection of natural persons with regard to processing in the Union and, where relevant, in third countries and international organisations. It shall include a review of the practical application of the guidelines, recommendations and best practices referred to in point (l) of Article 70(1) as well as of the binding decisions referred to in Article 65. The report shall be made public and be transmitted to the European Parliament, to the Council and to the Commission.";"The Board's annual report under **Article 71(1)** must document the Union’s protection of natural persons regarding data processing, including third countries and international organizations. It **shall be public**, transmitted to the European Parliament, Council, and Commission, and review guidelines, recommendations, and binding decisions (Article 71(2)).";"1";"8";"1";"2";"5";"0.79";"0.99";"0.82";"ministral"
"73";"grafo";":Entity :Activity :Rule";"chapter VII, article 72, point 2";"What is the required majority for the Board to adopt its own rules of procedure?";"A two-thirds majority of its members.";"The Board must adopt its own rules of procedure by a **two-thirds majority** of its members. Rule: **Chapter VII, Article 72, Point 2**";"1";"0";"1";"50";"3";"0.81";"0.54";"0.43";"ministral"
"74";"grafo";":Article :Entity :Activity";"chapter_vii_article_73_point_1";"Who elects the chair and deputy chairs of the Board in Article 73 of the regulation?";"The Board elects the chair and deputy chairs from amongst its members by simple majority.";"The Board elects its chair and deputy chairs by **simple majority** among its members, as per **Article 73(1)**. No external entity is specified for this election.";"1";"6";"1";"2";"3";"0.78";"0.55";"0.83";"ministral"
"75";"grafo";":Controller :ControllerObligation";"chapter VII, article 74, point 1a, chapter VII, article 74, point 1b, chapter VII, article 74, point 1c";"What are the tasks of the Chair according to Article 74?";"The Chair's tasks according to Article 74 are: (a) to convene the meetings of the Board and prepare its agenda; (b) to notify decisions adopted by the Board pursuant to Article 65 to the lead supervisory authority and the supervisory authorities concerned; (c) to ensure the timely performance of the tasks of the Board, in particular in relation to the consistency mechanism referred to in Article 63.";"The Chair’s tasks under Article 74 include convening Board meetings, preparing agendas, notifying decisions to supervisory authorities (point 1a, 1b), and ensuring timely Board operations (point 1c).";"1";"31";"1";"5";"2";"0.40";"1.00";"0.87";"ministral"
"76";"grafo";":Entity :RegulatoryAuthority :DPA :Activity :Obligation";"chapter_vii_article_75_point_5, chapter_vii_article_75_point_6a, chapter_vii_article_75_point_6b, chapter_vii_article_75_point_6f, chapter_vii_article_75_point_6g, chapter_vii_article_75_point_2";"What is the role of the secretariat in the Board established by Article 75 of the GDPR Regulation?";"The secretariat shall provide analytical, administrative and logistical support to the Board, including the day-to-day business of the Board, communication between the members of the Board, its Chair and the Commission, communication with other institutions and the public, the use of electronic means for the internal and external communication, the translation of relevant information, the preparation and follow-up of the meetings of the Board, the preparation, drafting and publication of opinions, decisions on the settlement of disputes between supervisory authorities and other texts adopted by the Board.";"The secretariat of the Board, provided by the European Data Protection Supervisor, **shall provide analytical, administrative, and logistical support** (Art. 75(5) GDPR) and manage its day-to-day operations (Art. 75(6a)). It operates under the Chair’s instructions (Art. 75(2)) and coordinates tasks like meeting preparation, drafting opinions, and communication among members (Art. 75(6b,6f,6g).";"1";"6";"1";"10";"5";"0.90";"0.64";"0.64";"ministral"
"77";"grafo";":Article :Controller :PersonalData :IntegrityAndConfidentiality :Obligation :DataSubject";"chapter_vii_article_76_point_1";"Under what circumstances shall the discussions of the Board be confidential according to Article 76?";"The discussions of the Board shall be confidential where the Board deems it necessary, as provided for in its rules of procedure.";"The confidentiality of Board discussions applies **during and after** meetings when the Board deems it necessary, pursuant to its own rules of procedure (Article 76, point 1). No explicit mention of data subjects' involvement is required for this obligation.";"1";"17";"1";"2";"6";"0.66";"0.54";"0.71";"ministral"
"78";"grafo";":Rights :DataSubject :Article";"chapter VIII, article 77, point 1";"What is the right granted to every data subject in Article 77 of the GDPR?";"The right to lodge a complaint with a supervisory authority if the data subject considers that the processing of personal data relating to him or her infringes this Regulation.";"Under Article 77(1) GDPR, the right granted to data subjects is to lodge a complaint with a supervisory authority regarding alleged infringements of their personal data processing rights. This right is non-exclusive of other administrative or judicial remedies.";"1";"18";"1";"2";"3";"0.98";"0.55";"0.73";"ministral"
"79";"grafo";":Rights :Entity :DataSubject :DPA";"chapter VIII, article 78, point 1";"What is the right granted to each natural or legal person in relation to a legally binding decision of a supervisory authority?";"The right to an effective judicial remedy.";"Each natural or legal person has the right to an **effective judicial remedy** against a legally binding decision of a supervisory authority, as guaranteed by **Chapter VIII, Article 78, Point 1**";"1";"6";"1";"50";"4";"0.69";"0.54";"0.57";"ministral"
"80";"grafo";":DataSubject :Rights :Article";"chapter VIII, article 79, point 1";"What is the right granted to data subjects under Article 79 of the GDPR Regulation?";"Each data subject shall have the right to an effective judicial remedy where he or she considers that his or her rights under this Regulation have been infringed as a result of the processing of his or her personal data in non-compliance with this Regulation.";"Under **Article 79 of the GDPR**, data subjects have the **right to an effective judicial remedy** if their rights are infringed due to unlawful processing of personal data. This remedy is **non-exclusive** of administrative complaints under Article 77.";"1";"18";"1";"2";"3";"0.96";"0.56";"0.63";"ministral"
"81";"grafo";":Rights :DataSubject :Article";"chapter VIII, article 80, point 1, chapter VIII, article 80, point 2";"What is the right granted to a data subject in Article 80 of the GDPR?";"The data subject shall have the right to mandate a not-for-profit body, organisation or association to lodge the complaint on his or her behalf, to exercise the rights referred to in Articles 77, 78 and 79 on his or her behalf, and to exercise the right to receive compensation referred to in Article 82 on his or her behalf where provided for by Member State law.";"The data subject under Article 80 of the GDPR has the right to mandate a not-for-profit body (e.g., NGOs) to lodge complaints or exercise rights in Articles 77–79 on their behalf, or independently if they consider rights infringed. This applies to organizations with public interest objectives and active in data protection.";"1";"18";"1";"2";"3";"0.89";"0.54";"0.72";"ministral"
"82";"grafo";":Controller :Processor :Processing :RegulatoryAuthority :Rule";"chapter VIII, article 81, point 1, chapter VIII, article 81, point 2, chapter VIII, article 81, point 3";"What should a competent court of a Member State do if it has information on proceedings concerning the same subject matter as regards processing by the same controller or processor that are pending in a court in another Member State?";"It shall contact that court in the other Member State to confirm the existence of such proceedings.";"A competent court of a Member State **must contact** the court in the other Member State to confirm pending proceedings (Article 81(1)) and, if applicable, **may suspend its own proceedings** or decline jurisdiction if the first-seized court has jurisdiction under national law (Article 81(2) and (3)).";"1";"0";"1";"50";"5";"0.93";"0.54";"0.63";"ministral"
"83";"grafo";":Controller :ControllerResponsibility :Processor :ProcessorObligation :UnlawfulProcessing";"chapter VIII, article 82, point 2, chapter IV, article 28, point 10";"Who is liable for the damage caused by processing which infringes the GDPR Regulation?";"Any controller involved in processing shall be liable for the damage caused by processing which infringes this Regulation. A processor shall be liable for the damage caused by processing only where it has not complied with obligations of this Regulation specifically directed to processors or where it has acted outside or contrary to lawful instructions of the controller.";"Under GDPR, **any controller** shall be liable for damage caused by processing infringing the Regulation. A **processor** is liable **only if it breached its specific obligations** (e.g., non-compliance with instructions or technical safeguards) or acted outside/infringed the controller’s lawful instructions. Joint liability applies if multiple controllers/processors are involved.";"1";"17";"1";"50";"5";"0.95";"0.59";"0.77";"ministral"
"84";"grafo";":Article :DPA :Obligation :Compliance :Rule";"chapter VIII, article 83, point 2a, chapter VIII, article 83, point 2b, chapter VIII, article 83, point 2g, chapter VIII, article 83, point 2k, chapter VIII, article 83, point 2f, chapter VIII, article 83, point 2h, chapter VIII, article 83, point 2e, chapter VIII, article 83, point 2c, chapter VIII, article 83, point 2d, chapter VIII, article 83, point 2i, chapter VIII, article 83, point 3";"What factors should be taken into account when deciding on the amount of an administrative fine according to Article 83?";"When deciding on the amount of an administrative fine in each individual case due regard shall be given to the nature, gravity and duration of the infringement taking into account the nature scope or purpose of the processing concerned as well as the number of data subjects affected and the level of damage suffered by them; the intentional or negligent character of the infringement; any action taken by the controller or processor to mitigate the damage suffered by data subjects; the degree of responsibility of the controller or processor taking into account technical and organisational measures implemented by them pursuant to Articles 25 and 32; any relevant previous infringements by the controller or processor; the degree of cooperation with the supervisory authority, in order to remedy the infringement and mitigate the possible adverse effects of the infringement; the categories of personal data affected by the infringement; the manner in which the infringement became known to the supervisory authority, in particular whether, and if so to what extent, the controller or processor notified the infringement; where measures referred to in Article 58(2) have previously been ordered against the controller or processor concerned with regard to the same subject-matter, compliance with those measures; adherence to approved codes of conduct pursuant to Article 40 or approved certification mechanisms pursuant to Article 42; and any other aggravating or mitigating factor applicable to the circumstances of the case, such as financial benefits gained, or losses avoided, directly or indirectly, from the infringement.";"The Data Protection Authority shall consider, under **Article 83(2)**, the following factors for determining administrative fines: nature, gravity, duration of the infringement; intentional/negligent character; affected data subjects; damage suffered; categories of personal data involved; cooperation level; notification of the infringement; financial benefits gained or losses avoided; previous infringements; mitigation actions; compliance with GDPR obligations (e.g., Articles 5, 6, 25, 32).";"1";"0";"1";"28";"5";"0.79";"0.71";"0.61";"ministral"
"85";"grafo";":Obligation :Principle :Compliance";"chapter VIII, article 84, point 1";"What is the purpose of the penalties laid down by Member States in accordance with Article 84 of the GDPR?";"The purpose of the penalties laid down by Member States in accordance with Article 84 of the GDPR is to provide effective, proportionate, and dissuasive penalties for infringements of the GDPR that are not subject to administrative fines under Article 83.";"Member States' penalties under Article 84(1) GDPR serve to enforce compliance with GDPR obligations by ensuring **effective, proportionate, and dissuasive** penalties for infringements not covered by administrative fines (Rule_83_1, Rule_83_4, Rule_83_5). They must be implemented through national laws and are designed to deter violations.";"1";"5";"1";"2";"3";"0.96";"0.55";"0.85";"ministral"
"86";"grafo";":Article :Rights";"chapter_IX_article_85_point_1, chapter_IX_article_85_point_2";"What does Article 85 of the GDPR Regulation state regarding the right to freedom of expression and information?";"Article 85 of the GDPR Regulation states that Member States shall by law reconcile the right to the protection of personal data pursuant to this Regulation with the right to freedom of expression and information, including processing for journalistic purposes and the purposes of academic, artistic or literary expression. For processing carried out for journalistic purposes or the purpose of academic artistic or literary expression, Member States shall provide for exemptions or derogations from certain chapters of the Regulation if they are necessary to reconcile the right to the protection of personal data with the freedom of expression and information.";"Article 85 GDPR establishes that Member States must reconcile the right to personal data protection with the right to freedom of expression and information, including journalistic, academic, artistic, or literary purposes. It permits exemptions or derogations from GDPR chapters (II–IX) when necessary for this balance.";"1";"18";"1";"3";"2";"0.96";"0.99";"0.91";"ministral"
