"id";"type";"classes";"grounding";"question";"gold_answer";"llm_response";"has_rule";"rules_count";"has_context";"contexts_count";"complexity";"saf";"nli";"sim";"model"
"58";"grafo";":DPA :Article";"chapter VI, article 57, point 1a, chapter VI, article 57, point 1b, chapter VI, article 57, point 1d, chapter VI, article 57, point 1f, chapter VI, article 57, point 1g, chapter VI, article 57, point 1h, chapter VI, article 57, point 3";"What are the tasks of each supervisory authority according to Article 57 of the GDPR Regulation?";"Each supervisory authority shall monitor and enforce the application of the GDPR Regulation, promote public awareness and understanding of the risks, rules, safeguards, and rights in relation to processing, advise the national parliament, the government, and other institutions and bodies on legislative and administrative measures relating to the protection of natural persons' rights and freedoms with regard to processing, promote the awareness of controllers and processors of their obligations under this Regulation, provide information to any data subject concerning the exercise of their rights under this Regulation and, if appropriate, cooperate with the supervisory authorities in other Member States to that end, handle complaints lodged by a data subject, or by a body, organization, or association in accordance with Article 80, and investigate, to the extent appropriate, the subject matter of the complaint and inform the complainant of the progress and the outcome of the investigation within a reasonable period, in particular if further investigation or coordination with another supervisory authority is necessary, cooperate with, including sharing information and provide mutual assistance to, other supervisory authorities with a view to ensuring the consistency of application and enforcement of this Regulation, conduct investigations on the application of this Regulation, including on the basis of information received from another supervisory authority or other public authority, monitor relevant developments, insofar as they have an impact on the protection of personal data, in particular the development of information and communication technologies and commercial practices, adopt standard contractual clauses referred to in Article 28(8) and in point (d) of Article 46(2), establish and maintain a list in relation to the requirement for data protection impact assessment pursuant to Article 35(4), give advice on the processing operations referred to in Article 36(2), encourage the drawing up of codes of conduct pursuant to Article 40(1) and provide an opinion and approve such codes of conduct which provide sufficient safeguards, pursuant to Article 40(5), encourage the establishment of data protection certification mechanisms and of data protection seals and marks pursuant to Article 42(1), and approve the criteria of certification pursuant to Article 42(5), where applicable, carry out a periodic review of certifications issued in accordance with Article 42(7), draft and publish the criteria for accreditation of a body for monitoring codes of conduct pursuant to Article 41 and of a certification body pursuant to Article 43, conduct the accreditation of a body for monitoring codes of conduct pursuant to Article 41 and of a certification body pursuant to Article 43, authorize contractual clauses and provisions referred to in Article 46(3), approve binding corporate rules pursuant to Article 47, contribute to the activities of the Board, keep internal records of infringements of this Regulation and of measures taken in accordance with Article 58(2), and fulfill any other tasks related to the protection of personal data.";"According to Article 57 of the GDPR, each supervisory authority shall, on its territory: monitor and enforce the Regulation; promote public and stakeholder awareness; handle complaints; conduct investigations; cooperate with other authorities; provide information to data subjects; and perform other tasks related to personal data protection, all without charge to the data subject (Art. 57, points 1 and 3).";"1";"20";"1";"26";"2";"0.78";"0.55";"0.65";"maritaca"
"59";"grafo";":DPA :Rule";"chapter VI, article 58, point 1, chapter VI, article 58, point 1b";"What are the investigative powers of each supervisory authority according to Article 58?";"Each supervisory authority shall have the power to order the controller and the processor to provide any information it requires for the performance of its tasks, carry out investigations in the form of data protection audits, carry out a review on certifications issued pursuant to Article 42(7), notify the controller or the processor of an alleged infringement of this Regulation, obtain access to all personal data and to all information necessary for the performance of its tasks, and obtain access to any premises of the controller and the processor, including to any data processing equipment and means, in accordance with Union or Member State procedural law.";"According to Article 58, each supervisory authority shall have investigative powers including the power to carry out investigations in the form of data protection audits, within their jurisdiction and subject to appropriate safeguards.";"1";"0";"1";"10";"2";"0.96";"0.55";"0.62";"maritaca"
"60";"grafo";":DPA :Obligation";"chapter VI, article 59, point text_1";"What is the requirement for each supervisory authority under Article 59 of the GDPR?";"Each supervisory authority shall draw up an annual report on its activities, which may include a list of types of infringement notified and types of measures taken in accordance with Article 58(2). Those reports shall be transmitted to the national parliament, the government and other authorities as designated by Member State law. They shall be made available to the public, to the Commission and to the Board.";"Each supervisory authority shall prepare an annual report on its activities, which may include types of infringements notified and measures taken under Article 58(2). These reports must be sent to the national parliament, government, and other authorities as designated by Member State law, and made available to the public, the Commission, and the Board.";"1";"0";"1";"1";"2";"0.98";"1.00";"0.97";"maritaca"
"61";"grafo";":DPA :Article";"chapter VII, article 60, point 1, chapter VII, article 60, point 3, chapter VII, article 60, point 12, chapter VII, article 60, point 4";"What is the purpose of the cooperation between the lead supervisory authority and the other supervisory authorities concerned according to Article 60?";"The purpose of the cooperation is to reach consensus and exchange all relevant information with each other.";"The purpose of cooperation between the lead supervisory authority and the other supervisory authorities concerned under Article 60 is to reach consensus and ensure consistent application of the GDPR across the Union. This is achieved through ongoing exchange of relevant information and mutual assistance, including joint operations and use of standardized electronic communication, to coordinate enforcement and decision-making regarding cross-border processing.";"1";"20";"1";"12";"2";"0.82";"0.54";"0.65";"maritaca"
"62";"grafo";":DPA :Compliance";"chapter VII, article 61, point 1";"What is the purpose of mutual assistance between supervisory authorities according to Article 61 of the GDPR?";"The purpose of mutual assistance between supervisory authorities according to Article 61 of the GDPR is to provide each other with relevant information and assistance in order to implement and apply the Regulation in a consistent manner, and to put in place measures for effective cooperation with one another. Mutual assistance shall cover, in particular, information requests and supervisory measures, such as requests to carry out prior authorisations and consultations, inspections and investigations.";"The purpose of mutual assistance between supervisory authorities under Article 61 is to ensure consistent implementation and application of the GDPR and effective enforcement, by exchanging relevant information and cooperating on supervisory measures such as authorizations, consultations, inspections, and investigations.";"1";"5";"1";"10";"2";"0.97";"1.00";"0.88";"maritaca"
"63";"grafo";":Article :Rule";"chapter VII, article 63, point text_1";"What is the purpose of the consistency mechanism described in Article 63 of the GDPR Regulation?";"The purpose of the consistency mechanism described in Article 63 of the GDPR Regulation is to contribute to the consistent application of the Regulation throughout the Union by having supervisory authorities cooperate with each other and, where relevant, with the Commission.";"The purpose of the consistency mechanism in Article 63 of the GDPR is to ensure the uniform application of the Regulation across the European Union by promoting cooperation among supervisory authorities and, where relevant, with the Commission.";"1";"0";"1";"1";"2";"0.95";"1.00";"0.97";"maritaca"
"64";"grafo";":DPA :MonitorCompliance :Compliance";"chapter VII, article 62, point 3";"Under what circumstances can a supervisory authority confer investigative powers on the members or staff of a seconding supervisory authority?";"A supervisory authority may, in accordance with Member State law, and with the seconding supervisory authority's authorisation, confer powers, including investigative powers on the seconding supervisory authority's members or staff involved in joint operations or, in so far as the law of the Member State of the host supervisory authority permits, allow the seconding supervisory authority's members or staff to exercise their investigative powers in accordance with the law of the Member State of the seconding supervisory authority.";"A supervisory authority may confer investigative powers on members or staff of a seconding supervisory authority only in the context of joint operations, with the authorisation of the seconding authority, under the law of the host Member State, and under the guidance and presence of the host authority's staff.";"1";"5";"1";"50";"3";"0.95";"0.95";"0.79";"maritaca"
"65";"grafo";":Entity :Activity :Obligation :Rule :Compliance";"chapter VII, article 64, point 1, chapter VII, article 64, point 2";"When shall the Board issue an opinion and what are the measures that trigger this obligation?";"The Board shall issue an opinion when a competent supervisory authority intends to adopt any of the measures listed in Article 64(1), which are: (a) adopting a list of processing operations subject to a DPIA; (b) assessing whether a draft code of conduct complies with the GDPR; (c) approving the criteria for accreditation of a body or certification body; (d) determining standard data protection clauses or authorizing contractual clauses; or (e) approving binding corporate rules.";"The Board shall issue an opinion when a competent supervisory authority intends to adopt certain measures and communicates a draft decision to the Board, or when any supervisory authority, the Chair, or the Commission requests an opinion on matters of general application or cross-border effects. The obligation is triggered by the communication of a draft decision or a formal request for an opinion.";"1";"0";"1";"50";"5";"0.90";"0.99";"0.72";"maritaca"
"66";"grafo";":DPA :Rule";"chapter VII, article 66, point 1";"Under what circumstances can a supervisory authority adopt provisional measures with a specified period of validity not exceeding three months?";"In exceptional circumstances, where a supervisory authority concerned considers that there is an urgent need to act in order to protect the rights and freedoms of data subjects.";"A supervisory authority may adopt provisional measures with a specified period of validity not exceeding three months in exceptional circumstances where there is an urgent need to act to protect the rights and freedoms of data subjects, by derogation from the consistency mechanism, and must communicate those measures without delay to other authorities, the Board, and the Commission.";"1";"0";"1";"50";"2";"0.97";"0.54";"0.60";"maritaca"
"67";"grafo";":Rule :Entity :Article";"chapter VII, article 67, point text_1, chapter VII, article 67, point text_2";"What is the purpose of the implementing acts that may be adopted by the Commission in accordance with Article 67?";"The purpose of the implementing acts is to specify the arrangements for the exchange of information by electronic means between supervisory authorities, and between supervisory authorities and the Board, in particular the standardised format referred to in Article 64.";"The purpose of implementing acts adopted by the Commission under Article 67 is to specify the arrangements for electronic exchange of information between supervisory authorities and between supervisory authorities and the Board, including standardised formats. These acts are adopted in accordance with the examination procedure in Article 93(2).";"1";"0";"1";"2";"3";"0.92";"0.54";"0.83";"maritaca"
"68";"grafo";":Article :Rule :Obligation :Controller";"chapter VII, article 65, point 1, chapter VII, article 65, point 1a, chapter VII, article 65, point 1b, chapter VII, article 65, point 1c";"In what cases shall the Board adopt a binding decision according to Article 65?";"The Board shall adopt a binding decision in the following cases: (a) where, in a case referred to in Article 60(4), a supervisory authority concerned has raised a relevant and reasoned objection to a draft decision of the lead authority or the lead authority has rejected such an objection as being not relevant or reasoned; (b) where there are conflicting views on which of the supervisory authorities concerned is competent for the main establishment; (c) where a competent supervisory authority does not request the opinion of the Board in the cases referred to in Article 64(1), or does not follow the opinion of the Board issued under Article 64. In that case, any supervisory authority concerned or the Commission may communicate the matter to the Board.";"The Board shall adopt a binding decision in cases where: (a) a supervisory authority raises a relevant and reasoned objection to a draft decision, (b) there are conflicting views on which authority is competent for the main establishment, or (c) a competent authority does not request or does not follow the Board's opinion as required. These cases are specified in Article 65, points 1a, 1b, and 1c.";"1";"0";"1";"9";"4";"0.77";"0.58";"0.81";"maritaca"
"69";"grafo";":DPA :RegulatoryAuthority :Entity";"chapter VII, article 68, point 1, chapter VII, article 68, point 3";"What is the European Data Protection Board and who is part of it?";"The European Data Protection Board is a body of the Union with legal personality. It is composed of the head of one supervisory authority of each Member State and of the European Data Protection Supervisor, or their respective representatives. In Member States with more than one supervisory authority, a joint representative shall be appointed.";"The European Data Protection Board (the ‘Board’) is a body of the Union with legal personality, established to ensure the consistent application of data protection rules. It is composed of the head of one supervisory authority from each EU Member State and the European Data Protection Supervisor (or their representatives).";"1";"6";"1";"50";"3";"0.96";"0.54";"0.91";"maritaca"
"70";"grafo";":Entity :Controller :Processor :Obligation :ComplianceWithControllersInstructions :OnlyActOnDocumentedInstructionFromController";"chapter VII, article 69, point 2, chapter VII, article 69, point 1";"According to Article 69, can the Board seek or take instructions from anybody when performing its tasks or exercising its powers?";"No, the Board shall, in the performance of its tasks or the exercise of its powers, neither seek nor take instructions from anybody, except for requests by the Commission referred to in point (b) of Article 70(1) and in Article 70(2).";"No, the Board shall not seek or take instructions from anybody when performing its tasks or exercising its powers, as stated in Article 69, point 2. This obligation ensures the Board's independence in carrying out its functions.";"1";"6";"1";"2";"6";"0.80";"0.54";"0.78";"maritaca"
"71";"grafo";":Controller :Obligation :Article";"chapter VII, article 70, point 1, chapter VII, article 70, point 1a, chapter VII, article 70, point 1t, chapter VII, article 70, point 3, chapter VII, article 70, point 4";"What are the tasks of the Board according to Article 70?";"The tasks of the Board according to Article 70 are: ensuring the consistent application of the GDPR, monitoring and ensuring the correct application of the GDPR in the cases provided for in Articles 64 and 65, advising the Commission on any issue related to the protection of personal data in the Union, issuing guidelines, recommendations, and best practices on various topics, examining any question covering the application of the GDPR and issuing guidelines, recommendations and best practices in order to encourage consistent application of the GDPR, drawing up guidelines for supervisory authorities concerning the application of measures referred to in Article 58(1), (2) and (3) and the setting of administrative fines pursuant to Article 83, reviewing the practical application of the guidelines, recommendations and best practices, encouraging the drawing-up of codes of conduct and the establishment of data protection certification mechanisms and data protection seals and marks, carrying out the accreditation of certification bodies and its periodic review, specifying the requirements referred to in Article 43(3) with a view to the accreditation of certification bodies under Article 42, providing the Commission with an opinion on the certification requirements referred to in Article 43(8), providing the Commission with an opinion on the icons referred to in Article 12(7), providing the Commission with an opinion for the assessment of the adequacy of the level of protection in a third country or international organisation, issuing opinions on draft decisions of supervisory authorities pursuant to the consistency mechanism referred to in Article 64(1), on matters submitted pursuant to Article 64(2) and to issue binding decisions pursuant to Article 65, promoting the cooperation and the effective bilateral and multilateral exchange of information and best practices between the supervisory authorities, promoting common training programmes and facilitate personnel exchanges between the supervisory authorities and, where appropriate, with the supervisory authorities of third countries or with international organisations, promoting the exchange of knowledge and documentation on data protection legislation and practice with data protection supervisory authorities worldwide, issuing opinions on codes of conduct drawn up at Union level pursuant to Article 40(9), and maintaining a publicly accessible electronic register of decisions taken by supervisory authorities and courts on issues handled in the consistency mechanism.";"According to Article 70, the Board shall ensure the consistent application of the Regulation by issuing opinions, guidelines, and recommendations; monitoring compliance in specific cases; advising the Commission; and promoting cooperation among supervisory authorities. It shall also accredit certification bodies, maintain public registers, and issue binding decisions where required by the consistency mechanism.";"1";"17";"1";"29";"3";"0.79";"0.96";"0.73";"maritaca"
"72";"grafo";":Controller :ControllerObligation :Accountability :Compliance :Article";"chapter VII, article 71, point 1, chapter VII, article 71, point 2";"What is the purpose of the annual report that the Board is required to draw up according to Article 71?";"The annual report is regarding the protection of natural persons with regard to processing in the Union and, where relevant, in third countries and international organisations. It shall include a review of the practical application of the guidelines, recommendations and best practices referred to in point (l) of Article 70(1) as well as of the binding decisions referred to in Article 65. The report shall be made public and be transmitted to the European Parliament, to the Council and to the Commission.";"The purpose of the annual report the Board must draw up, according to Article 71, is to review the protection of natural persons regarding personal data processing in the Union and, where relevant, in third countries and international organisations. The report must be made public and transmitted to the European Parliament, the Council, and the Commission, and it shall include a review of the practical application of the Board’s guidelines, recommendations, best practices, and binding decisions.";"1";"8";"1";"2";"5";"0.96";"0.99";"0.88";"maritaca"
"73";"grafo";":Controller :Activity :ControllerResponsibility :LegalObligation :Principle";"chapter VII, article 72, point 2";"What is the required majority for the Board to adopt its own rules of procedure?";"A two-thirds majority of its members.";"The Board must adopt its own rules of procedure by a two-thirds majority of its members, as explicitly required by the applicable regulation.";"1";"16";"1";"50";"5";"1.00";"0.54";"0.33";"maritaca"
"74";"grafo";":Article :Entity :Activity";"chapter VII, article 73, point 1";"Who elects the chair and deputy chairs of the Board in Article 73 of the regulation?";"The Board elects the chair and deputy chairs from amongst its members by simple majority.";"The Board elects its chair and two deputy chairs from among its members by simple majority, as provided in Article 73, point 1.";"1";"6";"1";"2";"3";"0.80";"0.55";"0.89";"maritaca"
"75";"grafo";":Controller :ControllerObligation";"chapter VII, article 74, point 1, chapter VII, article 74, point 1a, chapter VII, article 74, point 1b, chapter VII, article 74, point 1c, chapter VII, article 74, point 2";"What are the tasks of the Chair according to Article 74?";"The Chair's tasks according to Article 74 are: (a) to convene the meetings of the Board and prepare its agenda; (b) to notify decisions adopted by the Board pursuant to Article 65 to the lead supervisory authority and the supervisory authorities concerned; (c) to ensure the timely performance of the tasks of the Board, in particular in relation to the consistency mechanism referred to in Article 63.";"According to Article 74, the Chair shall convene Board meetings and prepare the agenda; notify decisions adopted by the Board to the relevant supervisory authorities; and ensure timely performance of the Board's tasks, especially regarding the consistency mechanism (Article 63). The allocation of tasks between the Chair and deputy chairs shall be laid down in the Board's rules of procedure.";"1";"31";"1";"5";"2";"0.91";"0.55";"0.89";"maritaca"
"76";"grafo";":Entity :RegulatoryAuthority :DPA :Activity :Obligation";"chapter VII, article 75, point 5, chapter VII, article 75, point 2, chapter VII, article 75, point 6a, chapter VII, article 75, point 6f, chapter VII, article 75, point 6g";"What is the role of the secretariat in the Board established by Article 75 of the GDPR Regulation?";"The secretariat shall provide analytical, administrative and logistical support to the Board, including the day-to-day business of the Board, communication between the members of the Board, its Chair and the Commission, communication with other institutions and the public, the use of electronic means for the internal and external communication, the translation of relevant information, the preparation and follow-up of the meetings of the Board, the preparation, drafting and publication of opinions, decisions on the settlement of disputes between supervisory authorities and other texts adopted by the Board.";"The secretariat of the Board established by Article 75 of the GDPR Regulation shall provide analytical, administrative, and logistical support, perform its tasks exclusively under the instructions of the Board's Chair, and be responsible for the day-to-day business, preparation and follow-up of meetings, and drafting and publication of Board documents.";"1";"6";"1";"10";"5";"0.96";"0.54";"0.65";"maritaca"
"77";"grafo";":Controller :IntegrityAndConfidentiality :PersonalData";"chapter VII, article 76, point 1";"Under what circumstances shall the discussions of the Board be confidential according to Article 76?";"The discussions of the Board shall be confidential where the Board deems it necessary, as provided for in its rules of procedure.";"The discussions of the Board shall be confidential when the Board deems it necessary, as provided for in its rules of procedure, according to Article 76, point 1.";"1";"31";"1";"2";"3";"0.91";"0.55";"0.85";"maritaca"
"78";"grafo";":Rights :DataSubject :Article";"chapter VIII, article 77, point 1, chapter VIII, article 77, point 2";"What is the right granted to every data subject in Article 77 of the GDPR?";"The right to lodge a complaint with a supervisory authority if the data subject considers that the processing of personal data relating to him or her infringes this Regulation.";"Every data subject has the right to lodge a complaint with a supervisory authority if they consider the processing of their personal data infringes the GDPR, particularly in the Member State of their habitual residence, place of work, or where the alleged infringement occurred.";"1";"18";"1";"2";"3";"0.99";"0.54";"0.64";"maritaca"
"79";"grafo";":Rights :Entity :DPA";"chapter VIII, article 78, point 1";"What is the right granted to each natural or legal person in relation to a legally binding decision of a supervisory authority?";"The right to an effective judicial remedy.";"Each natural or legal person shall have the right to an effective judicial remedy against a legally binding decision of a supervisory authority concerning them, as provided in the applicable regulation.";"1";"6";"1";"50";"3";"0.96";"0.54";"0.59";"maritaca"
"80";"grafo";":DataSubject :Rights :Article";"chapter VIII, article 79, point 1, chapter VIII, article 79, point 2";"What is the right granted to data subjects under Article 79 of the GDPR Regulation?";"Each data subject shall have the right to an effective judicial remedy where he or she considers that his or her rights under this Regulation have been infringed as a result of the processing of his or her personal data in non-compliance with this Regulation.";"Under Article 79 of the GDPR, data subjects have the right to an effective judicial remedy if they consider their rights have been infringed by the processing of their personal data in non-compliance with the Regulation. This right exists without prejudice to any administrative or non-judicial remedy, including the right to lodge a complaint with a supervisory authority under Article 77.";"1";"18";"1";"2";"3";"0.98";"0.54";"0.74";"maritaca"
"81";"grafo";":Rights :DataSubject :Article";"chapter VIII, article 80, point 1, chapter VIII, article 80, point 2";"What is the right granted to a data subject in Article 80 of the GDPR?";"The data subject shall have the right to mandate a not-for-profit body, organisation or association to lodge the complaint on his or her behalf, to exercise the rights referred to in Articles 77, 78 and 79 on his or her behalf, and to exercise the right to receive compensation referred to in Article 82 on his or her behalf where provided for by Member State law.";"Article 80 grants the data subject the right to mandate a not-for-profit body, organisation, or association to lodge complaints, exercise rights under Articles 77–79, and seek compensation under Article 82 on their behalf, provided such entities are properly constituted and active in data protection. Member States may also allow such bodies to act independently of a data subject’s mandate if they consider rights have been infringed.";"1";"18";"1";"2";"3";"0.97";"0.54";"0.85";"maritaca"
"82";"grafo";":Controller :Processor :Processing :PersonalData :LegalObligation";"chapter VIII, article 81, point 1, chapter VIII, article 81, point 2";"What should a competent court of a Member State do if it has information on proceedings concerning the same subject matter as regards processing by the same controller or processor that are pending in a court in another Member State?";"It shall contact that court in the other Member State to confirm the existence of such proceedings.";"A competent court of a Member State shall contact the court in the other Member State to confirm the existence of pending proceedings concerning the same subject matter regarding processing by the same controller or processor. If such proceedings are pending, the court may suspend its own proceedings or, at first instance, decline jurisdiction if the court first seized has jurisdiction and its law permits consolidation.";"1";"19";"1";"50";"5";"0.97";"0.54";"0.64";"maritaca"
"83";"grafo";":Controller :Processor :JointController :Processing :UnlawfulProcessing :ControllerResponsibility :LiabilityOfJointController";"chapter VIII, article 82, point 2";"Who is liable for the damage caused by processing which infringes the GDPR Regulation?";"Any controller involved in processing shall be liable for the damage caused by processing which infringes this Regulation. A processor shall be liable for the damage caused by processing only where it has not complied with obligations of this Regulation specifically directed to processors or where it has acted outside or contrary to lawful instructions of the controller.";"The controller involved in processing is liable for damage caused by processing that infringes the GDPR. A processor is liable only if it fails to comply with obligations specifically directed to processors or acts outside the controller's lawful instructions. (Article 82, point 2)";"1";"19";"1";"50";"7";"0.98";"0.58";"0.74";"maritaca"
"84";"grafo";":Article";"chapter VIII, article 83, point 2, chapter VIII, article 83, point 2a, chapter VIII, article 83, point 2d, chapter VIII, article 83, point 2f, chapter VIII, article 83, point 2h, chapter VIII, article 83, point 2k";"What factors should be taken into account when deciding on the amount of an administrative fine according to Article 83?";"When deciding on the amount of an administrative fine in each individual case due regard shall be given to the nature, gravity and duration of the infringement taking into account the nature scope or purpose of the processing concerned as well as the number of data subjects affected and the level of damage suffered by them; the intentional or negligent character of the infringement; any action taken by the controller or processor to mitigate the damage suffered by data subjects; the degree of responsibility of the controller or processor taking into account technical and organisational measures implemented by them pursuant to Articles 25 and 32; any relevant previous infringements by the controller or processor; the degree of cooperation with the supervisory authority, in order to remedy the infringement and mitigate the possible adverse effects of the infringement; the categories of personal data affected by the infringement; the manner in which the infringement became known to the supervisory authority, in particular whether, and if so to what extent, the controller or processor notified the infringement; where measures referred to in Article 58(2) have previously been ordered against the controller or processor concerned with regard to the same subject-matter, compliance with those measures; adherence to approved codes of conduct pursuant to Article 40 or approved certification mechanisms pursuant to Article 42; and any other aggravating or mitigating factor applicable to the circumstances of the case, such as financial benefits gained, or losses avoided, directly or indirectly, from the infringement.";"When deciding on the amount of an administrative fine under Article 83, the authority must consider: the nature, gravity, and duration of the infringement; the number of data subjects affected and the level of damage suffered; the controller’s or processor’s degree of responsibility, including technical and organisational measures implemented; their cooperation with the supervisory authority; how the infringement became known; and any aggravating or mitigating factors such as financial benefits gained or losses avoided.";"1";"20";"1";"15";"1";"0.91";"0.87";"0.64";"maritaca"
"85";"grafo";":Obligation :Principle :Compliance";"chapter VIII, article 84, point 1";"What is the purpose of the penalties laid down by Member States in accordance with Article 84 of the GDPR?";"The purpose of the penalties laid down by Member States in accordance with Article 84 of the GDPR is to provide effective, proportionate, and dissuasive penalties for infringements of the GDPR that are not subject to administrative fines under Article 83.";"The purpose of penalties laid down by Member States under Article 84 of the GDPR is to ensure that sanctions for infringements not subject to administrative fines under Article 83 are effective, proportionate, and dissuasive, thereby promoting compliance with GDPR obligations and principles.";"1";"5";"1";"2";"3";"0.91";"0.55";"0.94";"maritaca"
"86";"grafo";":Article :Rights";"chapter IX, article 85, point 1, chapter IX, article 85, point 2";"What does Article 85 of the GDPR Regulation state regarding the right to freedom of expression and information?";"Article 85 of the GDPR Regulation states that Member States shall by law reconcile the right to the protection of personal data pursuant to this Regulation with the right to freedom of expression and information, including processing for journalistic purposes and the purposes of academic, artistic or literary expression. For processing carried out for journalistic purposes or the purpose of academic artistic or literary expression, Member States shall provide for exemptions or derogations from certain chapters of the Regulation if they are necessary to reconcile the right to the protection of personal data with the freedom of expression and information.";"Article 85 of the GDPR requires Member States to reconcile, by law, the right to personal data protection with the right to freedom of expression and information, including for journalistic, academic, artistic, or literary purposes. Exemptions or derogations from several GDPR chapters may be provided if necessary to achieve this balance.";"1";"18";"1";"3";"2";"0.97";"1.00";"0.91";"maritaca"
"87";"grafo";":EmploymentLaw :Rule :Article :PersonalData :DataSubject";"chapter IX, article 88, point 1";"What aspects of employment can the rules provided by Member States or collective agreements pertain to according to Article 88?";"The rules may pertain to various aspects of employment, including recruitment, performance of the employment contract, management, planning and organization of work, equality and diversity in the workplace, health and safety at work, protection of employer's or customer's property, and the exercise and enjoyment of rights and benefits related to employment, as well as the termination of the employment relationship.";"According to Article 88, Member States or collective agreements may regulate rules concerning recruitment, performance of employment contracts, management and organisation of work, equality and diversity, health and safety, protection of property, and termination of employment relationships, specifically regarding employees' personal data processing.";"1";"0";"1";"3";"5";"0.98";"0.54";"0.65";"maritaca"
"88";"grafo";":Processing :PersonalData :Rule :LegalObligation";"chapter IX, article 87, point text_1";"Under what conditions can Member States determine the specific conditions for the processing of a national identification number or any other identifier of general application?";"Member States may further determine the specific conditions for the processing of a national identification number or any other identifier of general application only under appropriate safeguards for the rights and freedoms of the data subject pursuant to this Regulation.";"Member States may determine specific conditions for processing national identification numbers or other general identifiers, but only under appropriate safeguards for the rights and freedoms of data subjects, as provided in the Regulation.";"1";"0";"1";"50";"4";"0.97";"1.00";"0.95";"maritaca"
"89";"grafo";":PersonalData :ShareDataWithThirdParty :Controller :Processor :LawfulBasisForProcessing";"chapter IX, article 86, point text_1";"Under what circumstances can personal data in official documents held by a public authority or a public body or a private body be disclosed?";"Personal data in official documents held by a public authority or a public body or a private body for the performance of a task carried out in the public interest may be disclosed by the authority or body in accordance with Union or Member State law to which the public authority or body is subject in order to reconcile public access to official documents with the right to the protection of personal data pursuant to this Regulation.";"Personal data in official documents held by a public authority or body, or a private body acting in the public interest, may be disclosed in accordance with Union or Member State law, provided such law reconciles public access to official documents with the right to data protection under the applicable regulation.";"1";"17";"1";"50";"5";"0.95";"1.00";"0.94";"maritaca"
"90";"grafo";":ExclusionException :RightToAccessPersonalData :RightToRectification :RightToRestrictProcessing :RightToObjectToProcessing :Processing :PersonalData :HistoricStatisticScientificPurposes :SecurityOfPersonalData :LegalObligation";"chapter_ii_article_9, chapter_iii_article_21, point 6";"What are the conditions and safeguards that Union or Member State law may provide for derogations from the rights referred to in Articles 15, 16, 18 and 21 for processing personal data for scientific or historical research purposes or statistical purposes?";"The conditions and safeguards referred to in paragraph 1 of Article 89, which include appropriate safeguards for the rights and freedoms of the data subject and technical and organisational measures to ensure respect for the principle of data minimisation.";"Union or Member State law may provide derogations for processing personal data for scientific, historical research, or statistical purposes, provided appropriate safeguards for the rights and freedoms of data subjects are implemented. Such processing must respect the purpose limitation and be subject to legal provisions ensuring data minimisation, transparency, and security measures. The legal basis must be specified, and processing shall not be used to support measures producing legal effects or significantly affecting individuals.";"1";"25";"1";"26";"10";"0.51";"0.54";"0.63";"maritaca"
"91";"grafo";":Rule :Controller :Processor :Obligation :LegalObligation :ControllerObligation :ProcessorObligation";"chapter IX, article 90, point 1";"What is the purpose of the specific rules that Member States may adopt in relation to controllers or processors subject to an obligation of secrecy under Union or Member State law?";"The purpose of the specific rules is to reconcile the right of the protection of personal data with the obligation of secrecy.";"The purpose is to reconcile the right to data protection with obligations of professional or equivalent secrecy, by enabling Member States to define supervisory powers and processing conditions specifically for controllers or processors subject to such secrecy obligations under Union or Member State law.";"1";"0";"1";"50";"7";"0.97";"0.54";"0.80";"maritaca"
"92";"grafo";":NotForProfitOrg :Processing :PersonalData :Entity :Obligation";"chapter IX, article 91, point 1, chapter IX, article 91, point 2";"Under what conditions may churches and religious associations continue to apply their existing data protection rules?";"Churches and religious associations may continue to apply their existing data protection rules if they are comprehensive and brought into line with the GDPR Regulation.";"Churches and religious associations may continue to apply their existing comprehensive data protection rules if, at the time of the GDPR's entry into force, such rules were already in place and are brought into line with the GDPR's requirements. This is subject to supervision by an independent supervisory authority, which may be specific to such entities.";"1";"6";"1";"50";"5";"0.96";"0.54";"0.87";"maritaca"
"93";"grafo";":Article :Point";"chapter_x_article_92";"What is the period of time within which the European Parliament or the Council must express objection to a delegated act adopted pursuant to Article 12(8) and Article 43(8)?";"The period of time within which the European Parliament or the Council must express objection to a delegated act adopted pursuant to Article 12(8) and Article 43(8) is three months.";"The European Parliament or the Council may object to a delegated act within two months of notification, with a possible extension of one month if justified, according to Article 92 conditions applicable to Articles 12(8) and 43(8).";"1";"20";"1";"10";"2";"0.32";"0.05";"0.63";"maritaca"
"94";"grafo";":Article :ImpactAssessment :FactorsForImpactAssessment";"chapter X, article 93, point 1, chapter X, article 93, point 2";"What is the purpose of the committee mentioned in Article 93?";"The committee mentioned in Article 93 is meant to assist the Commission.";"The committee mentioned in Article 93 assists the Commission and is a committee within the meaning of Regulation (EU) No 182/2011. Its purpose is procedural, supporting the Commission in adopting implementing acts under the GDPR framework.";"1";"20";"1";"3";"3";"0.85";"0.54";"0.71";"maritaca"
"95";"grafo";":LegalResource";"chapter XI, article 94, point 1";"When is Directive 95/46/EC repealed?";"Directive 95/46/EC is repealed with effect from 25 May 2018.";"Directive 95/46/EC is repealed with effect from 25 May 2018, as provided by the applicable regulation that replaced it in the European Union legal framework.";"0";"0";"1";"50";"1";"0.97";"0.54";"0.82";"maritaca"
