"type";"question";"response";"complexity";"saf";"nli";"sim";"relevancy";"faithfulness";"model
"grafo";"O governo pode cruzar meus dados do IR com dados do INSS sem minha autorização?";"{'resposta': 'O governo pode cruzar dados do Imposto de Renda e INSS sem consentimento do titular, pois a Lei permite o uso compartilhado de dados pessoais por órgãos públicos para execução de políticas públicas e cumprimento de obrigação legal, conforme art. 23 e art. 7º da LGPD.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) autoriza o tratamento e o uso compartilhado de dados pessoais por órgãos públicos, como Receita Federal e INSS, para execução de políticas públicas e cumprimento de obrigações legais, sem necessidade de consentimento do titular. O art. 23 da LGPD prevê que o tratamento de dados pessoais por pessoas jurídicas de direito público será realizado para o atendimento de sua finalidade pública, na persecução do interesse público, com o objetivo de executar as competências legais ou cumprir atribuições legais do serviço público. O art. 7º também prevê hipóteses de tratamento de dados sem consentimento, como para cumprimento de obrigação legal ou regulatória pelo controlador. Portanto, o cruzamento de dados entre Receita Federal e INSS para fins de fiscalização tributária e previdenciária é permitido, desde que respeitados os princípios da proteção de dados e a finalidade pública.', 'chunks': ['a57ec09b', '898ad7f0'], 'trecho_chave': 'Tratamento e uso compartilhado de dados pessoais pela administração pública para execução de políticas públicas e atribuição legal, respeitando princípios de proteção de dados pessoais elencados no art.6º.'}";"0.84";"0.70";"0.99";"0.83";"1.00";"1.00";"gpt"
"grafo";"A prefeitura pode divulgar meu nome e valor de IPTU em dívida no site oficial?";"{'resposta': 'A divulgação do nome e valor da dívida de IPTU no site oficial da prefeitura envolve tratamento de dados pessoais, permitido para finalidade pública e interesse público, desde que informadas as hipóteses, previsão legal e práticas adotadas, conforme art. 23 da LGPD.', 'resposta_completa': 'A divulgação do nome e valor do IPTU em dívida no site oficial da prefeitura caracteriza tratamento de dados pessoais, conforme art. 5º da LGPD. O art. 23 da LGPD permite que pessoas jurídicas de direito público tratem dados pessoais para atender finalidade pública e interesse público, desde que informem claramente as hipóteses, previsão legal, finalidade, procedimentos e práticas utilizadas, preferencialmente em seus sítios eletrônicos. Assim, a prefeitura pode divulgar tais informações se houver previsão legal, finalidade pública clara e transparência sobre o tratamento dos dados, respeitando os princípios da proteção de dados pessoais. O uso deve ser restrito à execução de políticas públicas e atribuição legal, conforme art. 26 da LGPD.', 'chunks': ['a625792a', 'e9106279'], 'trecho_chave': 'Art. 23 O tratamento de dados pessoais pelas pessoas jurídicas de direito público [...] deverá ser realizado para o atendimento de sua finalidade pública, na persecução do interesse público, com o objetivo de executar as competências legais ou cumprir as atribuições legais do serviço público, desde que: I - sejam informadas as hipóteses em que, no exercício de suas competências, realizam o tratamento de dados pessoais, fornecendo informações claras e atualizadas sobre a previsão legal, a finalidade, os procedimentos e as práticas utilizadas para a execução dessas atividades, em veículos de fácil acesso, preferencialmente em seus sítios eletrônicos;', 'percentual': ['70', '30']}";"0.63";"0.82";"0.54";"0.73";"1.00";"1.00";"gpt"
"grafo";"Posso pedir para o Detran apagar minha multa do sistema?";"{'resposta': 'A solicitação de eliminação de multa do sistema do Detran só é possível se os dados forem desnecessários, excessivos ou tratados em desconformidade com a lei. O art. 18 da LGPD garante ao titular o direito de pedir eliminação, mas há exceções legais para conservação.', 'resposta_completa': 'O titular pode solicitar ao Detran a eliminação de dados pessoais referentes à multa, conforme o art. 18 da LGPD, que prevê o direito à eliminação de dados desnecessários, excessivos ou tratados em desconformidade. No entanto, a eliminação não é automática: o Detran pode manter o registro da multa se houver obrigação legal ou regulatória para tanto, como ocorre com infrações de trânsito, que possuem previsão legal para registro e conservação. Assim, a exclusão só será possível se for comprovado que o dado é excessivo, desnecessário ou irregularmente tratado. Caso contrário, o Detran está autorizado a manter o registro da multa para cumprimento de obrigação legal.', 'chunks': ['f9e4ad69', '5cf8dbf1'], 'trecho_chave': 'Art. 18 O titular dos dados pessoais tem direito a obter do controlador... IV - anonimização, bloqueio ou eliminação de dados desnecessários, excessivos ou tratados em desconformidade com o disposto nesta Lei'}";"0.86";"0.97";"0.54";"0.64";"1.00";"1.00";"gpt"
"grafo";"O hospital público pode compartilhar meu prontuário com pesquisadores sem minha autorização?";"{'resposta': 'O hospital público pode compartilhar prontuário médico com pesquisadores para estudos em saúde pública, desde que os dados sejam tratados exclusivamente para pesquisa, em ambiente seguro e, sempre que possível, com anonimização, conforme art. 13 da LGPD.', 'resposta_completa': 'O compartilhamento de prontuário médico por hospital público com pesquisadores é permitido para fins de pesquisa científica, desde que observadas as condições da Lei Geral de Proteção de Dados (LGPD). O art. 13 da LGPD estabelece que órgãos de pesquisa podem acessar bases de dados pessoais para estudos em saúde pública, desde que o tratamento dos dados ocorra exclusivamente dentro do órgão de pesquisa, para a finalidade de pesquisa, em ambiente controlado e seguro, e com anonimização ou pseudonimização dos dados sempre que possível. Portanto, a autorização do titular não é obrigatória se essas condições forem cumpridas, especialmente a anonimização dos dados. O objetivo é garantir a proteção da privacidade do titular, mesmo no contexto de pesquisa científica.', 'chunks': ['bfc17de8', 'a57ec09b'], 'trecho_chave': 'os órgãos de pesquisa poderão ter acesso a bases de dados pessoais, que serão tratados exclusivamente dentro do órgão e estritamente para a finalidade de realização de estudos e pesquisas e mantidos em ambiente controlado e seguro, conforme práticas de segurança previstas em regulamento específico e que incluam, sempre que possível, a anonimização ou pseudonimização dos dados', 'percentual': ['80', '20']}";"0.86";"0.66";"0.56";"0.84";"1.00";"1.00";"gpt"
"grafo";"A escola pública pode exigir foto do aluno para matrícula?";"{'resposta': 'A escola pública pode solicitar foto do aluno para matrícula, desde que informe claramente a finalidade, previsão legal e procedimentos, conforme exige a LGPD. O tratamento deve atender ao interesse público e garantir transparência ao titular dos dados.', 'resposta_completa': ""A exigência de fotografia do aluno para matrícula em escola pública é permitida, desde que o tratamento desse dado pessoal seja realizado para atender à finalidade pública, na persecução do interesse público e para execução das competências legais do serviço público. A escola deve informar, de forma clara e atualizada, a previsão legal, a finalidade, os procedimentos e as práticas utilizadas para a execução dessas atividades, preferencialmente em seus sítios eletrônicos, conforme determina o art. 23 da LGPD. O tratamento de dados pessoais, incluindo a coleta de fotografia, deve observar os princípios da transparência, necessidade e finalidade, além de garantir os direitos do titular. O trecho-chave que fundamenta essa resposta é: 'sejam informadas as hipóteses em que, no exercício de suas competências, realizam o tratamento de dados pessoais, fornecendo informações claras e atualizadas sobre a previsão legal, a finalidade, os procedimentos e as práticas utilizadas para a execução dessas atividades, em veículos de fácil acesso'."", 'chunks': ['a625792a', 'a625792a'], 'trecho_chave': 'sejam informadas as hipóteses em que, no exercício de suas competências, realizam o tratamento de dados pessoais, fornecendo informações claras e atualizadas sobre a previsão legal, a finalidade, os procedimentos e as práticas utilizadas para a execução dessas atividades, em veículos de fácil acesso', 'percentual': ['100', '0']}";"0.88";"0.85";"0.54";"0.58";"1.00";"1.00";"gpt"
"grafo";"O governo pode usar meu CPF para cruzar dados de diferentes ministérios?";"{'resposta': 'O governo pode usar o CPF para cruzamento de dados entre ministérios, desde que respeite finalidades específicas de execução de políticas públicas e atribuição legal, conforme art. 26, e observe princípios como finalidade, necessidade e transparência, conforme art. 6º da LGPD.', 'resposta_completa': 'O uso do CPF para cruzamento de dados entre diferentes ministérios é permitido pela legislação brasileira, desde que atenda a finalidades específicas de execução de políticas públicas e atribuição legal, conforme previsto no art. 26 da LGPD. Além disso, o tratamento desses dados deve observar os princípios estabelecidos no art. 6º, como finalidade, necessidade, adequação e transparência. Isso significa que o compartilhamento e tratamento de dados pessoais, como o CPF, só podem ocorrer para propósitos legítimos, explícitos e informados ao titular, limitando-se ao mínimo necessário para a realização dessas finalidades. O titular dos dados também tem direito à informação sobre o uso compartilhado de seus dados, conforme art. 18. Portanto, o governo pode utilizar o CPF para integrar informações entre órgãos públicos, desde que respeite as regras e princípios da LGPD.', 'chunks': ['a7c645b8', '9c7da499'], 'trecho_chave': 'Art. 26 O uso compartilhado de dados pessoais pelo Poder Público deve atender a finalidades específicas de execução de políticas públicas e atribuição legal pelos órgãos e pelas entidades públicas, respeitados os princípios de proteção de dados pessoais elencados no art. 6º desta Lei.'}";"0.84";"0.96";"0.65";"0.73";"1.00";"1.00";"gpt"
"grafo";"Posso pedir para a Receita Federal revelar quem acessou meus dados fiscais?";"{'resposta': 'O titular dos dados fiscais pode solicitar à Receita Federal informações sobre o acesso e tratamento de seus dados pessoais, conforme direito de acesso facilitado previsto no art. 9º da LGPD, que garante transparência e consulta gratuita sobre o tratamento realizado.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) assegura ao titular dos dados o direito de acesso facilitado às informações sobre o tratamento de seus dados pessoais, incluindo dados fiscais sob responsabilidade da Receita Federal. O art. 9º da LGPD determina que essas informações devem ser disponibilizadas de forma clara, adequada e ostensiva, abrangendo, entre outros pontos, a identificação do controlador, a finalidade do tratamento e os direitos do titular. Assim, mediante solicitação formal, o titular pode requerer à Receita Federal informações sobre quem acessou seus dados fiscais, em respeito ao princípio da transparência e do livre acesso. Não há previsão de cobrança para esse direito, e a Receita Federal deve atender à solicitação, observando eventuais restrições legais relacionadas a sigilo ou segurança.', 'chunks': ['ffc54078', '9c7da499'], 'trecho_chave': 'Art. 9º O titular tem direito ao acesso facilitado às informações sobre o tratamento de seus dados, que deverão ser disponibilizadas de forma clara, adequada e ostensiva [...] garantia, aos titulares, de consulta facilitada e gratuita sobre a forma e a duração do tratamento, bem como sobre a integralidade de seus dados pessoais;', 'percentual': ['70', '30']}";"0.88";"0.57";"0.56";"0.65";"1.00";"1.00";"gpt"
"grafo";"A empresa pode pedir certidão de antecedentes criminais na seleção de emprego?";"{'resposta': 'A solicitação de certidão de antecedentes criminais pelo empregador só é legítima se observar os princípios da finalidade, necessidade e não discriminação, conforme art. 6º da LGPD. O tratamento deve ser proporcional e justificado pela natureza do cargo pretendido.', 'resposta_completa': 'A empresa pode solicitar certidão de antecedentes criminais na seleção de emprego apenas se houver justificativa legítima, como a natureza do cargo exigir tal medida (por exemplo, funções de confiança, segurança ou que envolvam vulneráveis). O art. 6º da LGPD determina que o tratamento de dados pessoais, incluindo antecedentes criminais, deve observar os princípios da finalidade (uso para propósito legítimo e informado), necessidade (limitação ao mínimo necessário) e não discriminação (vedação de uso para fins discriminatórios ilícitos ou abusivos). O empregador deve informar claramente ao candidato a finalidade da coleta e garantir a segurança dos dados. O uso indevido pode gerar sanções administrativas, conforme art. 52 da LGPD.', 'chunks': ['9c7da499', '28e2924f'], 'trecho_chave': 'Art. 6º As atividades de tratamento de dados pessoais deverão observar a boa-fé e os seguintes princípios: I - finalidade... III - necessidade... IX - não discriminação...'}";"0.78";"0.64";"0.97";"0.62";"1.00";"1.00";"gpt"
"grafo";"Posso recusar exame toxicológico para ser contratado como motorista profissional?";"{'resposta': 'A recusa ao exame toxicológico pode inviabilizar a contratação como motorista profissional, pois o exame é exigido por obrigação legal para o exercício da função. O tratamento desses dados sensíveis é permitido para cumprimento de obrigação legal ou regulatória.', 'resposta_completa': ""No contexto da contratação de motorista profissional, o exame toxicológico é uma exigência legal prevista em normas específicas do setor de transporte. Segundo o art. 11 da Lei Geral de Proteção de Dados (LGPD), o tratamento de dados pessoais sensíveis, como os resultantes de exames toxicológicos, pode ocorrer sem consentimento do titular quando indispensável para o cumprimento de obrigação legal ou regulatória pelo controlador. Assim, a recusa em realizar o exame pode impedir a contratação, pois o empregador está obrigado a exigir e tratar esses dados para cumprir a legislação vigente. O trecho-chave que fundamenta essa análise é: 'quando indispensável para: a) cumprimento de obrigação legal ou regulatória pelo controlador'."", 'chunks': ['b47f4387', 'a57ec09b'], 'trecho_chave': 'quando indispensável para: a) cumprimento de obrigação legal ou regulatória pelo controlador', 'percentual': ['80', '20']}";"0.88";"0.57";"0.55";"0.62";"1.00";"1.00";"gpt"
"grafo";"A empresa pode monitorar meu e-mail corporativo?";"{'resposta': 'O monitoramento do e-mail corporativo pela empresa é permitido, desde que haja políticas internas claras e o tratamento dos dados respeite os princípios da LGPD, como segurança e finalidade. O consentimento pode ser dispensado se houver legítimo interesse ou obrigação legal. Trecho-chave: ""tratamento de dados pessoais para atender aos interesses legítimos do controlador ou de terceiro"".', 'resposta_completa': 'No ambiente corporativo, a empresa pode monitorar o e-mail corporativo do empregado, desde que haja políticas internas claras e o tratamento dos dados respeite os princípios da Lei Geral de Proteção de Dados (LGPD), como segurança, finalidade e transparência. O consentimento do titular pode ser dispensado quando o tratamento for necessário para atender aos interesses legítimos do controlador (empresa), conforme previsto na LGPD. O monitoramento deve ser realizado de forma proporcional, informando previamente os colaboradores sobre as práticas adotadas, e sempre visando garantir a segurança da informação e proteger dados institucionais. O trecho-chave que fundamenta essa possibilidade é: ""tratamento de dados pessoais para atender aos interesses legítimos do controlador ou de terceiro"".', 'chunks': ['a57ec09b'], 'trecho_chave': 'tratamento de dados pessoais para atender aos interesses legítimos do controlador ou de terceiro', 'percentual': ['100']}";"0.74";"0.77";"0.70";"0.64";"1.00";"1.00";"gpt"
"grafo";"Posso ser forçado a instalar aplicativo de monitoramento no meu celular pessoal para trabalhar em home office?";"{'resposta': 'A obrigatoriedade de instalar aplicativo de monitoramento em celular pessoal para trabalho remoto exige consentimento livre, informado e inequívoco do titular, conforme a LGPD. O tratamento de dados pessoais deve respeitar direitos fundamentais de liberdade, privacidade e livre desenvolvimento da personalidade. Trecho-chave: ""consentimento: manifestação livre, informada e inequívoca pela qual o titular concorda com tratamento de seus dados pessoais para uma finalidade determinada"".', 'resposta_completa': 'A imposição de instalação de aplicativo de monitoramento em celular pessoal do colaborador em home office não encontra respaldo automático na legislação, pois, segundo a LGPD, o tratamento de dados pessoais, inclusive por meio de aplicativos, depende do consentimento do titular, que deve ser livre, informado e inequívoco. O empregador, ao exigir tal medida, deve garantir que o colaborador seja plenamente informado sobre a finalidade, procedimentos e práticas de tratamento de dados, além de assegurar a proteção dos direitos fundamentais de liberdade, privacidade e livre desenvolvimento da personalidade. O consentimento pode ser revogado a qualquer momento pelo titular. Caso o colaborador não concorde, deve ser informado sobre as consequências da negativa, sem prejuízo de seus direitos. Portanto, a obrigatoriedade só é válida se houver consentimento expresso e respeito à legislação de proteção de dados.', 'chunks': ['e9106279', '820509db'], 'trecho_chave': 'consentimento: manifestação livre, informada e inequívoca pela qual o titular concorda com tratamento de seus dados pessoais para uma finalidade determinada', 'percentual': ['80', '20']}";"0.67";"0.95";"0.55";"0.53";"1.00";"1.00";"gpt"
"grafo";"A empresa pode divulgar meu salário para outros funcionários?";"{'resposta': 'A divulgação do salário de um colaborador a outros funcionários caracteriza compartilhamento de dado pessoal, o que só pode ocorrer com consentimento do titular ou em hipóteses legais específicas. O salário é dado pessoal, protegido pela LGPD. Trecho-chave: ""I - dado pessoal: informação relacionada a pessoa natural identificada ou identificável"".', 'resposta_completa': 'O salário é considerado dado pessoal, conforme a definição da LGPD (Lei Geral de Proteção de Dados). O compartilhamento dessa informação com outros funcionários, sem consentimento do titular ou base legal específica, viola o direito à privacidade e à proteção de dados pessoais. A empresa deve adotar medidas para garantir a confidencialidade dessas informações, sendo o consentimento do titular ou a existência de obrigação legal as únicas hipóteses que autorizam tal divulgação. O artigo 5º da LGPD define dado pessoal como qualquer informação relacionada a pessoa natural identificada ou identificável, o que inclui o salário. Portanto, a divulgação interna sem justificativa legal pode ensejar responsabilização da empresa.', 'chunks': ['e9106279'], 'trecho_chave': 'I - dado pessoal: informação relacionada a pessoa natural identificada ou identificável', 'percentual': ['100']}";"0.81";"0.84";"0.56";"0.78";"1.00";"1.00";"gpt"
"grafo";"Posso pedir para minha ex-empregadora apagar meu currículo do sistema deles?";"{'resposta': 'O titular dos dados pessoais pode solicitar à ex-empregadora a eliminação de seu currículo do sistema, conforme direito previsto no art. 18 da LGPD: ""eliminação dos dados pessoais tratados com o consentimento do titular, exceto nas hipóteses previstas no art. 16"".', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) assegura ao titular dos dados pessoais, inclusive ex-funcionários, o direito de solicitar a eliminação de seus dados, como o currículo, do sistema da ex-empregadora. O art. 18 da LGPD prevê expressamente esse direito, desde que não haja obrigação legal ou regulatória que justifique a manutenção dos dados pela empresa. Caso não haja fundamento legal para a conservação, a empresa deve atender ao pedido de eliminação. Recomenda-se que o pedido seja feito formalmente, preferencialmente por escrito, para registro e acompanhamento do cumprimento da solicitação.', 'chunks': ['f9e4ad69'], 'trecho_chave': '""eliminação dos dados pessoais tratados com o consentimento do titular, exceto nas hipóteses previstas no art. 16 desta Lei""', 'percentual': ['100']}";"0.85";"0.98";"0.54";"0.58";"1.00";"1.00";"gpt"
"grafo";"A empresa pode exigir que eu informe se tenho filhos ou sou casado durante a seleção?";"{'resposta': 'A empresa só pode solicitar informações sobre filhos ou estado civil se houver finalidade legítima, específica e informada ao titular, conforme o princípio da necessidade e não discriminação. O tratamento deve ser proporcional e não pode ser discriminatório ou abusivo.', 'resposta_completa': 'A exigência de informações sobre filhos ou estado civil durante o processo seletivo só é permitida se houver uma finalidade legítima, específica e informada ao candidato, conforme o art. 6º da LGPD. O tratamento desses dados deve ser limitado ao mínimo necessário, pertinente e proporcional à finalidade informada. Além disso, é vedado o uso dessas informações para fins discriminatórios ilícitos ou abusivos. Caso a empresa não justifique claramente a necessidade desses dados para o processo seletivo, tal exigência pode ser considerada excessiva e em desacordo com a legislação de proteção de dados pessoais, podendo configurar discriminação indevida.', 'chunks': ['9c7da499'], 'trecho_chave': 'Art. 6º As atividades de tratamento de dados pessoais deverão observar a boa-fé e os seguintes princípios: ... III - necessidade: limitação do tratamento ao mínimo necessário ... IX - não discriminação: impossibilidade de realização do tratamento para fins discriminatórios ilícitos ou abusivos;', 'percentual': ['100']}";"0.83";"0.95";"0.54";"0.61";"1.00";"1.00";"gpt"
"grafo";"Meu sindicato pode compartilhar meus dados com partidos políticos?";"{'resposta': 'O compartilhamento de dados pessoais pelo sindicato com partidos políticos só pode ocorrer mediante consentimento livre, informado e inequívoco do titular, conforme a definição de dado sensível e consentimento. O uso deve ser para finalidade específica, respeitando os princípios da LGPD.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) classifica como dado pessoal sensível qualquer informação sobre opinião política, filiação a sindicato ou organização de caráter político. O compartilhamento desses dados entre sindicato e partidos políticos só é permitido se houver consentimento expresso, livre, informado e inequívoco do titular, para finalidade determinada. O tratamento deve observar os princípios da finalidade, necessidade e transparência, sendo vedado o uso para fins incompatíveis ou discriminatórios. O sindicato, como controlador, deve garantir a proteção dos direitos fundamentais do titular e adotar medidas de segurança para evitar acessos não autorizados. Sem consentimento, o compartilhamento é ilegal.', 'chunks': ['e9106279', '9c7da499'], 'trecho_chave': 'II - dado pessoal sensível: dado pessoal sobre [...] opinião política, filiação a sindicato ou a organização de caráter religioso, filosófico ou político [...] XII - consentimento: manifestação livre, informada e inequívoca pela qual o titular concorda com tratamento de seus dados pessoais para uma finalidade determinada;', 'percentual': ['70', '30']}";"0.96";"0.83";"0.98";"0.59";"1.00";"1.00";"gpt"
"grafo";"A empresa pode instalar GPS no carro que eu uso para trabalhar (mesmo sendo meu carro)?";"{'resposta': 'A empresa pode instalar GPS em veículo particular usado para trabalho, desde que respeite os princípios da LGPD, como finalidade, necessidade e transparência, informando claramente ao titular sobre o tratamento dos dados, conforme art. 6º: ""informações claras, precisas e facilmente acessíveis"".', 'resposta_completa': 'A instalação de GPS em veículo particular utilizado para fins laborais é possível, desde que a empresa observe os princípios da Lei Geral de Proteção de Dados (LGPD), especialmente os de finalidade, necessidade e transparência. O art. 6º da LGPD exige que o tratamento de dados pessoais seja realizado para propósitos legítimos, específicos e informados ao titular, limitando-se ao mínimo necessário para a finalidade pretendida. A empresa deve fornecer informações claras sobre a coleta, uso e armazenamento dos dados de localização, garantindo a segurança e o acesso facilitado pelo titular. O monitoramento não pode ser excessivo ou desproporcional, devendo ser justificado por necessidade real relacionada à atividade laboral ou à segurança do trabalho.', 'chunks': ['9c7da499'], 'trecho_chave': 'garantia, aos titulares, de informações claras, precisas e facilmente acessíveis sobre a realização do tratamento e os respectivos agentes de tratamento'}";"0.86";"0.88";"0.54";"0.65";"1.00";"1.00";"gpt"
"grafo";"Posso pedir à empresa uma cópia de todos os dados que ela tem sobre mim?";"{'resposta': 'O titular pode solicitar à empresa, a qualquer momento e mediante requisição formal, acesso e cópia de todos os dados pessoais mantidos sobre si, conforme previsto na LGPD. O controlador deve fornecer essas informações, garantindo o direito de livre acesso e transparência ao titular.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) assegura ao titular dos dados pessoais o direito de obter do controlador, a qualquer momento e mediante requisição, a confirmação da existência de tratamento e o acesso aos seus dados pessoais. O artigo 18 da LGPD determina que o controlador deve fornecer essas informações, incluindo a integralidade dos dados pessoais tratados, de forma clara e gratuita. O artigo 6º reforça o princípio do livre acesso, garantindo ao titular consulta facilitada e gratuita sobre a forma, duração do tratamento e integralidade dos dados. Portanto, o titular pode solicitar cópia integral dos dados pessoais mantidos pela empresa, sendo obrigação do controlador atender a esse pedido.', 'chunks': ['f9e4ad69', '9c7da499'], 'trecho_chave': 'Art. 18 O titular dos dados pessoais tem direito a obter do controlador, em relação aos dados do titular por ele tratados, a qualquer momento e mediante requisição: I - confirmação da existência de tratamento; II - acesso aos dados'}";"0.76";"0.99";"0.58";"0.56";"1.00";"1.00";"gpt"
"grafo";"O aplicativo de jogo online pode coletar dados da minha filha de 10 anos sem minha autorização?";"{'resposta': 'A coleta de dados pessoais de crianças, como sua filha de 10 anos, por aplicativo de jogo online, exige consentimento específico e destacado dos pais ou responsáveis. O tratamento deve respeitar o melhor interesse da criança, conforme a legislação vigente.', 'resposta_completa': 'A legislação brasileira de proteção de dados pessoais, especialmente a Lei Geral de Proteção de Dados (LGPD), determina que o tratamento de dados pessoais de crianças deve ser realizado com consentimento específico e em destaque dado por pelo menos um dos pais ou responsável legal. O artigo 5º da LGPD define dado pessoal e tratamento, e o artigo 12 exige consentimento para coleta de dados de menores. Além disso, o tratamento deve observar o princípio do melhor interesse da criança. Portanto, aplicativos de jogos online não podem coletar dados pessoais de sua filha de 10 anos sem sua autorização expressa, sendo obrigatória a manifestação livre, informada e inequívoca do responsável legal.', 'chunks': ['e9106279', 'e9106279'], 'trecho_chave': 'consentimento: manifestação livre, informada e inequívoca pela qual o titular concorda com - tratamento de seus dados pessoais para uma finalidade determinada', 'percentual': ['100', '0']}";"0.89";"0.75";"0.54";"0.75";"1.00";"1.00";"gpt"
"grafo";"A escola pode criar perfil do aluno em plataforma de terceiros (ex.: Google Classroom) sem autorizar os pais?";"{'resposta': 'A criação de perfil do aluno em plataforma de terceiros, como Google Classroom, exige consentimento dos pais, pois envolve compartilhamento de dados pessoais. O tratamento só é permitido mediante consentimento do titular, conforme art. 7º, I, da LGPD. Exceções não se aplicam ao caso.', 'resposta_completa': 'A escola, ao criar perfil do aluno em plataforma de terceiros como Google Classroom, atua como controladora dos dados pessoais do estudante. Segundo o art. 7º, I, da LGPD, o tratamento de dados pessoais só pode ocorrer mediante consentimento do titular (ou de seus responsáveis, no caso de menores). O compartilhamento de dados com terceiros, especialmente plataformas digitais externas, exige consentimento específico, salvo hipóteses legais de dispensa, que não se aplicam ao contexto escolar privado. O art. 18 da LGPD reforça o direito dos titulares (ou responsáveis) de acesso, correção e eliminação dos dados. Portanto, a escola deve obter autorização dos pais antes de criar perfis de alunos em plataformas de terceiros.', 'chunks': ['a57ec09b', 'f9e4ad69'], 'trecho_chave': 'Art. 7º O tratamento de dados pessoais somente poderá ser realizado nas seguintes hipóteses: I - mediante o fornecimento de consentimento pelo titular;'}";"0.79";"0.29";"0.54";"0.70";"1.00";"0.67";"gpt"
"grafo";"Posso deixar meu filho de 15 anos criar conta em rede social sozinho?";"{'resposta': 'A legislação brasileira exige que o consentimento para tratamento de dados pessoais de menores de 16 anos seja dado por pelo menos um dos pais ou responsável legal. Assim, a criação de conta em rede social por menor de 16 anos sem autorização não é permitida legalmente.', 'resposta_completa': 'De acordo com a Lei Geral de Proteção de Dados (LGPD), o tratamento de dados pessoais de crianças e adolescentes deve ser realizado com o consentimento específico e em destaque dado por pelo menos um dos pais ou responsável legal. O artigo 14 da LGPD, embora não esteja explicitamente citado nos chunks fornecidos, é a base legal para essa exigência. Portanto, um menor de 16 anos, como no caso do filho de 15 anos, não pode criar conta em rede social sem a autorização de um responsável. O consentimento é uma manifestação livre, informada e inequívoca, conforme definido no artigo 5º, inciso XII, da LGPD. O tratamento de dados pessoais sem esse consentimento viola a legislação e pode acarretar sanções à plataforma e riscos à privacidade do menor.', 'chunks': ['e9106279', 'd157f57f'], 'trecho_chave': 'consentimento: manifestação livre, informada e inequívoca pela qual o titular concorda com tratamento de seus dados pessoais para uma finalidade determinada'}";"0.82";"0.34";"0.54";"0.49";"1.00";"1.00";"gpt"
"grafo";"A creche pode fotografar meu filho e enviar as fotos no grupo de WhatsApp dos pais?";"{'resposta': 'O tratamento de dados pessoais de crianças, como fotografias, só pode ocorrer em seu melhor interesse e exige consentimento específico dos pais ou responsáveis. A creche, como agente de tratamento, deve garantir transparência e segurança, conforme art. 14 da LGPD.', 'resposta_completa': 'A creche, ao fotografar crianças e compartilhar imagens em grupos de WhatsApp dos pais, realiza tratamento de dados pessoais sensíveis. Segundo o art. 14 da LGPD, esse tratamento deve ser feito no melhor interesse da criança e requer consentimento específico e destacado dos pais ou responsáveis. Além disso, a creche deve adotar medidas de segurança para proteger esses dados e garantir transparência sobre a finalidade do uso das imagens. O compartilhamento sem consentimento pode configurar infração à legislação, sujeitando a creche a sanções administrativas. Portanto, é imprescindível que a creche obtenha autorização formal dos responsáveis antes de registrar e compartilhar fotos das crianças.', 'chunks': ['49389041', '9c7da499'], 'trecho_chave': 'Art. 14 O tratamento de dados pessoais de crianças e de adolescentes deverá ser realizado em seu melhor interesse, nos termos deste artigo e da legislação pertinente.'}";"0.89";"0.82";"0.54";"0.68";"1.00";"1.00";"gpt"
"grafo";"Posso processar um aplicativo que coletou dados do meu filho sem minha autorização?";"{'resposta': 'A coleta de dados pessoais de menores por aplicativo sem consentimento do responsável legal viola a LGPD. O tratamento só é permitido com consentimento específico e destacado do responsável, conforme art. 11, I. É possível buscar reparação judicial ou denunciar à ANPD.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) determina que o tratamento de dados pessoais de menores de idade só pode ocorrer mediante consentimento específico e destacado do responsável legal, conforme art. 11, I. Caso um aplicativo colete dados do seu filho sem essa autorização, há violação da legislação, o que permite ao responsável legal buscar reparação judicial por danos causados, além de denunciar o fato à Autoridade Nacional de Proteção de Dados (ANPD). O artigo 7º da LGPD também reforça que o consentimento é requisito para o tratamento de dados pessoais, salvo exceções legais, que não se aplicam ao caso descrito. Portanto, a ausência de consentimento do responsável legal legitima a adoção de medidas judiciais e administrativas contra o aplicativo.', 'chunks': ['b47f4387', 'a57ec09b'], 'trecho_chave': 'Art. 11 O tratamento de dados pessoais sensíveis somente poderá ocorrer nas seguintes hipóteses: I - quando o titular ou seu responsável legal consentir, de forma específica e destacada, para finalidades específicas;', 'percentual': ['70', '30']}";"0.77";"0.80";"0.65";"0.61";"1.00";"1.00";"gpt"
