"type";"question";"complexity";"saf";"nli";"sim";"response_llm";"model"
"grafo";"A prefeitura pode divulgar meu nome e valor de IPTU em dívida no site oficial?";"0.70";"0.83";"0.55";"0.68";"{'resposta': 'A divulgação do nome e valor de IPTU em dívida pela prefeitura em site oficial envolve tratamento de dados pessoais, que deve respeitar direitos fundamentais de liberdade, intimidade e privacidade, conforme previsto na legislação. O uso desses dados deve ser justificado por obrigação legal ou regulatória, e a publicidade deve observar limites e princípios da proteção de dados pessoais, conforme art. 23 e art. 27 da Lei Geral de Proteção de Dados (LGPD).', 'resposta_completa': 'A divulgação do nome e valor de IPTU em dívida ativa pela prefeitura em seu site oficial configura tratamento de dados pessoais, pois envolve informações identificáveis do titular. Segundo a LGPD, o tratamento de dados pelo poder público deve respeitar direitos fundamentais de liberdade, intimidade e privacidade (art. 23 e art. 27). A publicidade desses dados pode ser permitida quando fundamentada em obrigação legal ou regulatória, mas deve ser limitada ao estritamente necessário e observar os princípios da proteção de dados. O compartilhamento ou divulgação deve ser informado à autoridade nacional e, salvo exceções legais, depende de consentimento do titular. Portanto, a prefeitura só pode divulgar tais informações se houver previsão legal expressa e observância dos princípios da LGPD, evitando exposição excessiva ou desnecessária dos dados pessoais do devedor.', 'chunks': ['4d9abb51', '898ad7f0'], 'trecho_chave': 'Garantir ao titular os direitos fundamentais de liberdade, intimidade e privacidade. [...] nos casos de uso compartilhado de dados, em que será dada publicidade nos termos do inciso I do caput do art. 23 desta Lei', 'percentual': ['70', '30']}";"maritaca"
"grafo";"Posso pedir para o Detran apagar minha multa do sistema?";"0.60";"0.64";"0.55";"0.73";"{'resposta': 'A solicitação de eliminação de registro de multa do sistema do Detran não é aplicável, pois a conservação desses dados é permitida para cumprimento de obrigação legal ou regulatória, conforme previsto na legislação. O Detran mantém o registro da penalidade para garantir a execução das normas de trânsito.', 'resposta_completa': 'O pedido para que o Detran apague uma multa do sistema não encontra respaldo legal, pois a legislação permite a conservação de dados pessoais para cumprimento de obrigação legal ou regulatória pelo controlador, neste caso, o Detran. O registro da penalidade é necessário para garantir a execução das normas de trânsito e a efetividade das sanções administrativas. A eliminação de dados pessoais só é obrigatória quando não houver mais finalidade legítima ou obrigação legal para sua manutenção, o que não se aplica às multas de trânsito, que são registradas para fins de controle e fiscalização. Portanto, mesmo mediante requerimento formal, não é possível eliminar a multa do sistema do Detran enquanto houver obrigação legal de manter esse registro.', 'chunks': ['5cf8dbf1'], 'trecho_chave': 'Permissão de conservação de dados pessoais para cumprimento de obrigação legal ou regulatória pelo controlador', 'percentual': ['100']}";"maritaca"
"grafo";"O hospital público pode compartilhar meu prontuário com pesquisadores sem minha autorização?";"0.87";"0.75";"0.60";"0.81";"{'resposta': 'O hospital público pode compartilhar prontuário médico com pesquisadores para estudos em saúde pública, desde que os dados sejam tratados exclusivamente para pesquisa, mantidos em ambiente seguro e, sempre que possível, anonimizados. Trecho-chave: ""órgãos de pesquisa poderão ter acesso a bases de dados pessoais... mantidos em ambiente controlado e seguro... sempre que possível, a anonimização"".', 'resposta_completa': 'O compartilhamento de prontuário médico por hospital público com pesquisadores é permitido para fins de estudos em saúde pública, conforme previsto no art. 13 da LGPD. Os dados devem ser tratados exclusivamente dentro do órgão de pesquisa, para a finalidade de realização de estudos e pesquisas, e mantidos em ambiente controlado e seguro, conforme práticas de segurança previstas em regulamento específico. Sempre que possível, deve ser garantida a anonimização ou pseudonimização dos dados, além da observância dos padrões éticos relacionados a estudos e pesquisas. Portanto, a autorização do titular não é obrigatória se respeitadas essas condições, especialmente a anonimização dos dados.', 'chunks': ['bfc17de8', 'a57ec09b'], 'trecho_chave': 'órgãos de pesquisa poderão ter acesso a bases de dados pessoais... mantidos em ambiente controlado e seguro... sempre que possível, a anonimização', 'percentual': ['80', '20']}";"maritaca"
"grafo";"A escola pública pode exigir foto do aluno para matrícula?";"0.86";"0.92";"0.54";"0.65";"{'resposta': 'A exigência de foto do aluno para matrícula em escola pública pode ser admitida se houver previsão legal, finalidade pública clara e informação transparente ao responsável, conforme art. 23 da LGPD. O tratamento deve respeitar direitos e garantir segurança dos dados pessoais.', 'resposta_completa': 'A escola pública pode solicitar foto do aluno para matrícula desde que atenda aos requisitos da Lei Geral de Proteção de Dados (LGPD). O art. 23 da LGPD determina que o tratamento de dados pessoais por órgãos públicos deve ser realizado para finalidade pública, com informações claras sobre a previsão legal, finalidade, procedimentos e práticas utilizadas. Além disso, a escola deve garantir a segurança dos dados e indicar um encarregado pelo tratamento. Caso a foto seja considerada dado sensível, o art. 11 da LGPD permite o tratamento para cumprimento de obrigação legal ou regulatória, execução de políticas públicas ou mediante consentimento específico do responsável legal. Portanto, a exigência é possível, desde que fundamentada, transparente e em conformidade com a legislação.', 'chunks': ['a625792a', 'b47f4387']}";"maritaca"
"grafo";"O governo pode usar meu CPF para cruzar dados de diferentes ministérios?";"0.90";"0.96";"0.54";"0.61";"{'resposta': 'O governo pode usar o CPF para cruzar dados entre ministérios, desde que seja para finalidades específicas de execução de políticas públicas e atribuição legal, conforme art. 26 da LGPD. O uso deve respeitar os princípios de proteção de dados pessoais previstos na lei.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) permite que órgãos e entidades públicas utilizem e compartilhem dados pessoais, como o CPF, para finalidades específicas relacionadas à execução de políticas públicas e atribuições legais. O art. 26 da LGPD estabelece que o uso compartilhado de dados pelo Poder Público deve atender a essas finalidades e respeitar os princípios de proteção de dados pessoais, como finalidade, necessidade e transparência. Assim, o cruzamento de dados entre diferentes ministérios é permitido, desde que haja respaldo legal e observância dos direitos dos titulares, não sendo exigido consentimento do titular nesses casos, mas devendo ser garantida a proteção e o uso adequado das informações.', 'chunks': ['a7c645b8', 'a57ec09b'], 'trecho_chave': 'Art. 26 O uso compartilhado de dados pessoais pelo Poder Público deve atender a finalidades específicas de execução de políticas públicas e atribuição legal pelos órgãos e pelas entidades públicas, respeitados os princípios de proteção de dados pessoais elencados no art. 6º desta Lei.', 'percentual': ['70', '30']}";"maritaca"
"grafo";"Posso pedir para a Receita Federal revelar quem acessou meus dados fiscais?";"0.90";"0.84";"0.64";"0.63";"{'resposta': 'O titular de dados fiscais pode solicitar à Receita Federal informações claras sobre o tratamento de seus dados, incluindo histórico de acessos, conforme o direito de acesso facilitado previsto no art. 9º da LGPD: ""O titular tem direito ao acesso facilitado às informações sobre o tratamento de seus dados"".', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) assegura ao titular o direito de acesso facilitado às informações sobre o tratamento de seus dados pessoais, incluindo a finalidade, forma, duração e agentes de tratamento. Isso abrange o direito de saber quem acessou seus dados fiscais junto à Receita Federal, desde que respeitados os segredos comercial e industrial. O art. 9º da LGPD determina que essas informações devem ser disponibilizadas de forma clara, adequada e ostensiva. Portanto, é possível requerer à Receita Federal o histórico de acessos aos seus dados fiscais, especialmente em caso de suspeita de acesso não autorizado, fundamentando-se no princípio do livre acesso e transparência.', 'chunks': ['ffc54078'], 'trecho_chave': 'O titular tem direito ao acesso facilitado às informações sobre o tratamento de seus dados, que deverão ser disponibilizadas de forma clara, adequada e ostensiva', 'percentual': ['100']}";"maritaca"
"grafo";"A empresa pode pedir certidão de antecedentes criminais na seleção de emprego?";"0.80";"0.78";"0.52";"0.53";"{'resposta': 'A solicitação de certidão de antecedentes criminais por empresa na seleção de emprego deve observar os princípios da LGPD, como finalidade, necessidade e não discriminação. O tratamento só é legítimo se houver justificativa clara, proporcionalidade e transparência ao candidato.', 'resposta_completa': 'A empresa pode solicitar certidão de antecedentes criminais na seleção de emprego, desde que respeite os princípios da Lei Geral de Proteção de Dados (LGPD), especialmente os de finalidade, necessidade e não discriminação. O artigo 6º da LGPD exige que o tratamento de dados pessoais, como antecedentes criminais, seja realizado para propósitos legítimos, específicos e informados ao titular, limitando-se ao mínimo necessário para a finalidade pretendida. Além disso, a empresa deve garantir transparência, segurança e não utilizar os dados para fins discriminatórios ilícitos ou abusivos. Portanto, a solicitação só é permitida quando houver justificativa clara e proporcional à função pretendida, devendo o candidato ser informado sobre a finalidade e o uso dos dados.', 'chunks': ['9c7da499'], 'trecho_chave': 'Art. 6º As atividades de tratamento de dados pessoais deverão observar a boa-fé e os seguintes princípios: I - finalidade: realização do tratamento para propósitos legítimos, específicos, explícitos e informados ao titular [...] III - necessidade: limitação do tratamento ao mínimo necessário para a realização de suas finalidades [...] IX - não discriminação: impossibilidade de realização do tratamento para fins discriminatórios ilícitos ou abusivos'}";"maritaca"
"grafo";"Posso recusar exame toxicológico para ser contratado como motorista profissional?";"0.81";"0.98";"0.00";"0.70";"{'resposta': 'A recusa ao exame toxicológico para contratação como motorista profissional envolve dados sensíveis. O tratamento desses dados exige consentimento específico do titular, salvo obrigação legal. Trecho-chave: ""quando o titular ou seu responsável legal consentir, de forma específica e destacada, para finalidades específicas"".', 'resposta_completa': 'No contexto de contratação de motorista profissional, o exame toxicológico trata dados pessoais sensíveis, conforme a LGPD. O tratamento desses dados depende de consentimento específico e destacado do titular, salvo se houver obrigação legal ou regulatória que exija o exame. Assim, o candidato pode recusar o exame, mas essa recusa pode inviabilizar a contratação caso a legislação específica do setor de transporte exija o exame toxicológico como condição para o exercício da função. O trecho-chave do art. 11 da LGPD reforça que o consentimento é necessário, exceto nas hipóteses legais. Portanto, a recusa é possível, mas pode ter consequências práticas quanto à contratação.', 'chunks': ['b47f4387', 'a57ec09b'], 'trecho_chave': 'quando o titular ou seu responsável legal consentir, de forma específica e destacada, para finalidades específicas', 'percentual': ['80', '20']}";"maritaca"
"grafo";"A empresa pode monitorar meu e-mail corporativo?";"0.76";"0.84";"0.55";"0.70";"{'resposta': 'O monitoramento do e-mail corporativo pela empresa é permitido, desde que respeite princípios como finalidade, necessidade, transparência e segurança, conforme art. 6º da LGPD. O colaborador deve ser informado sobre as políticas internas e o uso dos dados.', 'resposta_completa': 'A empresa pode monitorar o e-mail corporativo fornecido ao colaborador, desde que o faça para propósitos legítimos, específicos e informados, como garantir segurança, conformidade legal e proteção das informações empresariais. O art. 6º da LGPD exige que o tratamento de dados observe princípios como finalidade, necessidade, transparência e segurança. Assim, a empresa deve adotar políticas internas claras e informar o colaborador sobre o monitoramento, limitando-se ao mínimo necessário para atingir os objetivos definidos. O monitoramento não pode ser realizado para fins discriminatórios ou abusivos, devendo sempre respeitar a privacidade e os direitos do titular dos dados.', 'chunks': ['9c7da499'], 'trecho_chave': 'Art. 6º As atividades de tratamento de dados pessoais deverão observar a boa-fé e os seguintes princípios: I - finalidade: realização do tratamento para propósitos legítimos, específicos, explícitos e informados ao titular [...] VI - transparência: garantia, aos titulares, de informações claras, precisas e facilmente acessíveis sobre a realização do tratamento [...] VII - segurança: utilização de medidas técnicas e administrativas aptas a proteger os dados pessoais de acessos não autorizados [...]', 'percentual': ['100']}";"maritaca"
"grafo";"Posso ser forçado a instalar aplicativo de monitoramento no meu celular pessoal para trabalhar em home office?";"0.83";"0.86";"0.10";"0.65";"{'resposta': 'A obrigatoriedade de instalar aplicativo de monitoramento no celular pessoal para trabalho remoto deve observar princípios da LGPD, como necessidade, finalidade e segurança. O empregador pode adotar regras de boas práticas, mas deve respeitar direitos fundamentais do titular.', 'resposta_completa': 'A imposição de instalação compulsória de aplicativo de monitoramento no celular pessoal do empregado para fins de controle do trabalho remoto deve observar os princípios da Lei Geral de Proteção de Dados (LGPD), como necessidade, finalidade, transparência e segurança da informação. O empregador pode formular regras de boas práticas e governança para o tratamento de dados pessoais, conforme art. 50 da LGPD, mas não pode violar direitos fundamentais de liberdade, intimidade e privacidade do titular dos dados. A adoção de medidas de monitoramento deve ser proporcional, transparente e justificada, evitando excessos e respeitando a titularidade dos dados pessoais. O trecho-chave destaca: ""os controladores e operadores [...] poderão formular regras de boas práticas e de governança que estabeleçam as condições de organização, o regime de funcionamento, os procedimentos [...] as normas de segurança, os padrões técnicos, as obrigações específicas para os diversos envolvidos no tratamento"".', 'chunks': ['b9aa2a08', '4d9abb51'], 'trecho_chave': 'os controladores e operadores [...] poderão formular regras de boas práticas e de governança que estabeleçam as condições de organização, o regime de funcionamento, os procedimentos [...] as normas de segurança, os padrões técnicos, as obrigações específicas para os diversos envolvidos no tratamento', 'percentual': ['60', '40']}";"maritaca"
"grafo";"A empresa pode divulgar meu salário para outros funcionários?";"0.68";"0.94";"0.69";"0.78";"{'resposta': 'A divulgação do salário de um funcionário a outros viola o direito à privacidade e à inviolabilidade da intimidade, conforme previsto na legislação de proteção de dados pessoais. O tratamento desses dados deve respeitar a confidencialidade e os direitos do titular.', 'resposta_completa': 'A empresa, como agente de tratamento de dados pessoais, não pode divulgar o salário de um funcionário para outros colaboradores sem fundamento legal ou consentimento explícito do titular. O salário é considerado dado pessoal sensível, e sua divulgação não autorizada infringe o direito à privacidade, à inviolabilidade da intimidade e à autodeterminação informativa, conforme o art. 2º da legislação de proteção de dados pessoais. Além disso, a empresa deve adotar medidas de segurança para garantir a confidencialidade dessas informações, mesmo após o término do vínculo empregatício. A divulgação indevida pode gerar obrigação de reparação de danos e outras sanções previstas em lei.', 'chunks': ['941201b9', '45b210a8'], 'trecho_chave': 'Art. 2º A disciplina da proteção de dados pessoais tem como fundamentos: I - o respeito à privacidade; II - a autodeterminação informativa; III - a liberdade de expressão, de informação, de comunicação e de opinião; IV - a inviolabilidade da intimidade, da honra e da imagem'}";"maritaca"
"grafo";"Posso pedir para minha ex-empregadora apagar meu currículo do sistema deles?";"0.88";"0.93";"0.55";"0.50";"{'resposta': 'O titular dos dados pessoais pode solicitar à ex-empregadora a eliminação de seu currículo do sistema, conforme direito previsto na LGPD. O controlador deve atender ao pedido, salvo exceções legais. Trecho-chave: ""VI - eliminação dos dados pessoais tratados com o consentimento do titular, exceto nas hipóteses previstas no art. 16 desta Lei"".', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) assegura ao titular dos dados pessoais, inclusive ex-empregados, o direito de solicitar a eliminação de seus dados pessoais, como o currículo, mantidos em sistemas de ex-empregadores. O artigo 18 da LGPD prevê expressamente que o titular pode, a qualquer momento e mediante requisição, solicitar a eliminação dos dados pessoais tratados com seu consentimento, salvo nas hipóteses de conservação previstas no art. 16 da Lei, como cumprimento de obrigação legal ou regulatória. O pedido deve ser formalizado pelos canais oficiais da empresa, sem custo ao titular. O controlador (ex-empregadora) é obrigado a atender à solicitação, exceto se houver fundamento legal para manter os dados. O trecho-chave que fundamenta a resposta é: ""VI - eliminação dos dados pessoais tratados com o consentimento do titular, exceto nas hipóteses previstas no art. 16 desta Lei"".', 'chunks': ['f9e4ad69', 'e9106279'], 'trecho_chave': 'VI - eliminação dos dados pessoais tratados com o consentimento do titular, exceto nas hipóteses previstas no art. 16 desta Lei', 'percentual': ['80', '20']}";"maritaca"
"grafo";"A empresa pode exigir que eu informe se tenho filhos ou sou casado durante a seleção?";"0.72";"0.71";"0.54";"0.47";"{'resposta': 'A solicitação de informações sobre filhos ou estado civil em processo seletivo envolve dados pessoais, que só podem ser tratados mediante consentimento do titular ou para finalidades legítimas, conforme a LGPD. O tratamento deve respeitar direitos de liberdade, intimidade e privacidade.', 'resposta_completa': 'A empresa, ao solicitar informações sobre filhos ou estado civil durante a seleção, está tratando dados pessoais, conforme definido no art. 5º da LGPD. Esse tratamento só é permitido se houver consentimento do titular ou se for necessário para fins legítimos, como execução de contrato ou cumprimento de obrigação legal. Além disso, a empresa deve garantir os direitos fundamentais de liberdade, intimidade e privacidade do titular, conforme previsto na legislação. O uso desses dados deve ser justificado e proporcional à finalidade do processo seletivo, evitando excessos e discriminação. Caso não haja justificativa legal ou consentimento, a exigência pode ser considerada inadequada.', 'chunks': ['e9106279', '4d9abb51'], 'trecho_chave': 'informação relacionada a pessoa natural identificada ou identificável; ... garantir ao titular os direitos fundamentais de liberdade, intimidade e privacidade.', 'percentual': ['70', '30']}";"maritaca"
"grafo";"Meu sindicato pode compartilhar meus dados com partidos políticos?";"0.82";"0.97";"0.95";"0.62";"{'resposta': 'O compartilhamento de dados pessoais pelo sindicato com partidos políticos só é permitido mediante consentimento livre, informado e inequívoco do titular, conforme a LGPD. O tratamento deve observar finalidade legítima e princípios como necessidade e transparência. Trecho-chave: ""XII - consentimento: manifestação livre, informada e inequívoca pela qual o titular concorda com - tratamento de seus dados pessoais para uma finalidade determinada"".', 'resposta_completa': 'O sindicato, como controlador de dados pessoais, só pode compartilhar informações dos associados com partidos políticos se houver consentimento específico, livre, informado e inequívoco do titular, conforme previsto no art. 5º, XII, da LGPD. O tratamento de dados deve respeitar os princípios da finalidade, necessidade e transparência, sendo vedado o uso para fins incompatíveis com aqueles informados ao titular. O compartilhamento sem consentimento pode configurar violação à legislação de proteção de dados, sujeitando o sindicato a sanções. Portanto, a legalidade do compartilhamento depende do consentimento do titular e do atendimento aos princípios da LGPD.', 'chunks': ['e9106279', '9c7da499'], 'trecho_chave': 'XII - consentimento: manifestação livre, informada e inequívoca pela qual o titular concorda com - tratamento de seus dados pessoais para uma finalidade determinada', 'percentual': ['70', '30']}";"maritaca"
"grafo";"A empresa pode instalar GPS no carro que eu uso para trabalhar (mesmo sendo meu carro)?";"0.86";"0.71";"0.55";"0.74";"{'resposta': 'A instalação de GPS em veículo particular usado para trabalho envolve tratamento de dados pessoais, que deve respeitar direitos fundamentais de liberdade, privacidade e livre desenvolvimento da personalidade, conforme previsto na legislação. O consentimento do titular é necessário.', 'resposta_completa': ""A empresa pode solicitar a instalação de GPS em veículo particular utilizado para fins laborais, mas o tratamento dos dados pessoais decorrentes desse monitoramento deve observar os princípios da Lei Geral de Proteção de Dados (LGPD), especialmente a proteção dos direitos fundamentais de liberdade, privacidade e livre desenvolvimento da personalidade do titular dos dados. O consentimento do titular do veículo é requisito essencial, salvo se houver outra base legal aplicável, como legítimo interesse, desde que não viole direitos do titular. O trecho-chave que fundamenta essa análise é: 'Tratamento de dados pessoais deve proteger direitos fundamentais de liberdade, privacidade e livre desenvolvimento da personalidade'."", 'chunks': ['820509db'], 'trecho_chave': 'Tratamento de dados pessoais deve proteger direitos fundamentais de liberdade, privacidade e livre desenvolvimento da personalidade', 'percentual': ['100']}";"maritaca"
"grafo";"Posso pedir à empresa uma cópia de todos os dados que ela tem sobre mim?";"0.65";"0.88";"0.98";"0.66";"{'resposta': 'O titular dos dados pessoais pode solicitar à empresa controladora, a qualquer momento e mediante requisição formal, acesso e cópia de todos os dados pessoais tratados sobre si, conforme previsto no art. 18 da LGPD. O controlador deve fornecer essas informações ao titular.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) assegura ao titular dos dados pessoais o direito de obter do controlador, a qualquer momento e mediante requisição, a confirmação da existência de tratamento e o acesso aos dados pessoais tratados sobre si. Isso inclui a possibilidade de solicitar cópia de todos os dados pessoais mantidos pela empresa, sem custo ao titular, salvo exceções previstas em lei. O controlador é obrigado a fornecer essas informações de forma clara e completa, conforme o art. 18 da LGPD. O exercício desse direito deve ser feito por meio de solicitação formal à empresa responsável pelo tratamento dos dados.', 'chunks': ['f9e4ad69'], 'trecho_chave': 'Art. 18 O titular dos dados pessoais tem direito a obter do controlador, em relação aos dados do titular por ele tratados, a qualquer momento e mediante requisição: I - confirmação da existência de tratamento; II - acesso aos dados;'}";"maritaca"
"grafo";"O aplicativo de jogo online pode coletar dados da minha filha de 10 anos sem minha autorização?";"0.65";"0.62";"0.54";"0.71";"{'resposta': 'O aplicativo de jogo online não pode coletar dados pessoais de sua filha de 10 anos sem sua autorização. O tratamento de dados de crianças exige consentimento específico e deve ser realizado em seu melhor interesse, conforme art. 14 da LGPD.', 'resposta_completa': 'A coleta de dados pessoais de crianças por aplicativos de jogos online está sujeita a regras específicas da Lei Geral de Proteção de Dados (LGPD). O art. 14 determina que o tratamento de dados de crianças deve ser realizado em seu melhor interesse e, obrigatoriamente, mediante consentimento específico e em destaque dado por pelo menos um dos pais ou responsável legal. O conceito de dado pessoal abrange qualquer informação relacionada à pessoa natural identificada ou identificável, incluindo crianças. Portanto, qualquer coleta, armazenamento ou uso de dados de sua filha de 10 anos sem sua autorização é vedada pela legislação, podendo sujeitar o agente de tratamento a sanções administrativas e obrigações de reparação.', 'chunks': ['49389041', 'e9106279'], 'trecho_chave': 'Art. 14 O tratamento de dados pessoais de crianças e de adolescentes deverá ser realizado em seu melhor interesse, nos termos deste artigo e da legislação pertinente.'}";"maritaca"
"grafo";"A escola pode criar perfil do aluno em plataforma de terceiros (ex.: Google Classroom) sem autorizar os pais?";"0.79";"0.65";"0.54";"0.72";"{'resposta': 'A criação de perfil de aluno em plataforma de terceiros pela escola exige consentimento dos pais, pois o tratamento de dados pessoais só pode ocorrer mediante consentimento do titular ou responsável legal, conforme art. 7º, I, da LGPD. O titular tem direito à informação e revogação do consentimento.', 'resposta_completa': 'A escola, ao criar perfil de aluno em plataforma de terceiros como Google Classroom, atua como controladora de dados pessoais e deve observar a Lei Geral de Proteção de Dados (LGPD). O tratamento de dados pessoais de menores de idade exige consentimento específico e destacado de pelo menos um dos pais ou responsável legal, conforme art. 7º, I, da LGPD. Além disso, o titular (ou seu responsável) tem direito à informação clara sobre o tratamento, podendo revogar o consentimento a qualquer momento. O compartilhamento de dados com terceiros sem consentimento pode configurar violação à legislação, sujeitando a escola a sanções. Portanto, a autorização dos pais é requisito obrigatório para o cadastro do aluno em plataformas digitais de terceiros.', 'chunks': ['a57ec09b', 'f9e4ad69'], 'trecho_chave': 'Art. 7º O tratamento de dados pessoais somente poderá ser realizado nas seguintes hipóteses: I - mediante o fornecimento de consentimento pelo titular;'}";"maritaca"
"grafo";"Posso deixar meu filho de 15 anos criar conta em rede social sozinho?";"0.78";"0.80";"0.89";"0.72";"{'resposta': 'A criação de conta em rede social por adolescente menor de 16 anos deve observar o melhor interesse do titular, conforme art. 14 da LGPD. O tratamento de dados pessoais de adolescentes exige atenção especial à proteção de seus direitos e à legislação pertinente.', 'resposta_completa': 'A legislação brasileira, por meio do art. 14 da Lei Geral de Proteção de Dados (LGPD), determina que o tratamento de dados pessoais de crianças e adolescentes deve ser realizado em seu melhor interesse. Isso implica que, para adolescentes menores de 16 anos, a criação de conta em rede social deve ser avaliada considerando a proteção de seus direitos fundamentais, como privacidade e livre desenvolvimento da personalidade. Embora a LGPD não estabeleça expressamente a necessidade de consentimento dos responsáveis para adolescentes (diferente do que ocorre para crianças), a plataforma deve garantir que o tratamento dos dados seja adequado, transparente e seguro, conforme os princípios do art. 6º da LGPD. Recomenda-se que os responsáveis acompanhem o processo, pois a legislação visa proteger o adolescente de riscos e abusos no ambiente digital.', 'chunks': ['49389041', '9c7da499']}";"maritaca"
"grafo";"A creche pode fotografar meu filho e enviar as fotos no grupo de WhatsApp dos pais?";"0.83";"0.91";"0.54";"0.68";"{'resposta': ""A creche só pode fotografar e compartilhar imagens de crianças em grupo de WhatsApp dos pais mediante consentimento dos responsáveis, respeitando o melhor interesse da criança e princípios como finalidade, necessidade e transparência. Trecho-chave: 'Art. 14 O tratamento de dados pessoais de crianças e de adolescentes deverá ser realizado em seu melhor interesse'."", 'resposta_completa': 'O compartilhamento de fotos de crianças pela creche em grupos de WhatsApp dos pais configura tratamento de dados pessoais sensíveis, exigindo consentimento específico dos responsáveis, conforme a LGPD. O tratamento deve observar o melhor interesse da criança (art. 14), além dos princípios de finalidade, necessidade e transparência (art. 6º). A creche, como agente de tratamento, deve garantir a privacidade e a segurança das imagens, informando claramente a finalidade do uso e possibilitando aos pais o acesso e controle sobre os dados. O descumprimento pode acarretar sanções administrativas. Portanto, a creche deve obter consentimento prévio e explícito dos responsáveis antes de fotografar e compartilhar imagens das crianças.', 'chunks': ['49389041', '9c7da499'], 'trecho_chave': 'Art. 14 O tratamento de dados pessoais de crianças e de adolescentes deverá ser realizado em seu melhor interesse'}";"maritaca"
"grafo";"Posso processar um aplicativo que coletou dados do meu filho sem minha autorização?";"0.78";"0.69";"0.54";"0.68";"{'resposta': 'A responsabilização jurídica do aplicativo é possível, pois a LGPD exige consentimento dos responsáveis legais para coleta de dados de crianças. O tratamento deve ser realizado em seu melhor interesse, conforme art. 14: ""O tratamento de dados pessoais de crianças e de adolescentes deverá ser realizado em seu melhor interesse"".', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) determina que o tratamento de dados pessoais de crianças só pode ocorrer com consentimento específico e em destaque dado por pelo menos um dos pais ou responsável legal. O art. 14 da LGPD estabelece que o tratamento de dados pessoais de crianças e adolescentes deve ser realizado em seu melhor interesse. Caso um aplicativo colete dados de seu filho sem sua autorização, há violação da legislação, possibilitando responsabilização civil do controlador, inclusive por meio de ação judicial ou denúncia à ANPD. O trecho-chave do art. 14 reforça a proteção especial a dados de menores, tornando legítima a busca por reparação ou sanção ao aplicativo.', 'chunks': ['49389041', 'e9106279'], 'trecho_chave': 'Art. 14 O tratamento de dados pessoais de crianças e de adolescentes deverá ser realizado em seu melhor interesse, nos termos deste artigo e da legislação pertinente.', 'percentual': ['80', '20']}";"maritaca"
"grafo";"Posso processar um aplicativo que coletou dados do meu filho sem minha autorização?";"0.66";"0.73";"0.54";"0.56";"{'resposta': 'A coleta de dados pessoais de criança por aplicativo exige consentimento específico do responsável legal, conforme art. 11 da LGPD. O tratamento sem essa autorização pode ser questionado judicialmente, pois viola o melhor interesse do menor. Trecho-chave: ""quando o titular ou seu responsável legal consentir, de forma específica e destacada, para finalidades específicas"".', 'resposta_completa': 'A legislação brasileira, especialmente a Lei Geral de Proteção de Dados (LGPD), determina que o tratamento de dados pessoais de crianças só pode ocorrer mediante consentimento específico e destacado do responsável legal, conforme art. 11. Caso um aplicativo colete dados do seu filho sem essa autorização, há violação dos direitos do menor e do responsável, sendo possível buscar reparação judicial ou denunciar à Autoridade Nacional de Proteção de Dados (ANPD). O art. 14 reforça que o tratamento de dados de crianças deve ser realizado em seu melhor interesse. Portanto, a ausência de consentimento do responsável legal legitima o questionamento judicial contra o aplicativo.', 'chunks': ['b47f4387', '49389041'], 'trecho_chave': '""quando o titular ou seu responsável legal consentir, de forma específica e destacada, para finalidades específicas""', 'percentual': ['70', '30']}";"maritaca"
"grafo";"A empresa pode perguntar minha religião no cadastro de funcionário?";"0.85";"0.81";"0.54";"0.59";"{'resposta': 'A empresa só pode coletar dado sensível sobre religião no cadastro de funcionário se houver consentimento específico e destacado para finalidade legítima, conforme art. 11 da LGPD. O titular tem direito de não fornecer esse dado e ser informado das consequências da negativa.', 'resposta_completa': 'A coleta de informação sobre convicção religiosa é considerada tratamento de dado pessoal sensível, conforme art. 5º, II, da LGPD. O art. 11 da mesma lei determina que o tratamento desses dados só pode ocorrer com consentimento específico e destacado do titular para finalidades específicas, salvo exceções legais (como obrigação legal, proteção da vida, tutela da saúde, etc.), que não se aplicam ao simples cadastro de funcionário. O titular tem direito de não fornecer esse dado e deve ser informado sobre as consequências da negativa, conforme art. 18, VIII. Portanto, a empresa não pode exigir essa informação sem base legal clara e consentimento livre do titular.', 'chunks': ['e9106279', 'b47f4387', 'f9e4ad69'], 'trecho_chave': 'Art. 11 O tratamento de dados pessoais sensíveis somente poderá ocorrer nas seguintes hipóteses: I - quando o titular ou seu responsável legal consentir, de forma específica e destacada, para finalidades específicas;'}";"maritaca"
