"type";"question";"gold_answer";"llm_response";"complexity";"saf";"nli";"sim";"relevancy";"faithfulness";"model"
"grafo";"Meu vizinho pode instalar câmera que filma minha entrada?";"O Art. 20 do CC veda invasão de privacidade. Mas se a câmera tem ""campo de visão inevitável""? O STJ tem decidido que áreas externas têm ""expectativa de privacidade reduzida"".";"{'resposta': 'A instalação de câmera por vizinho direcionada à entrada de outra unidade é vedada sem consentimento do titular, pois viola direitos fundamentais de privacidade e intimidade, conforme a LGPD (art. 6º, princípios da finalidade, necessidade e transparência). O tratamento de dados pessoais deve ser limitado ao mínimo necessário e informado ao titular, não podendo ser realizado para fins exclusivamente particulares que prejudiquem terceiros. Caso o equipamento capte imagens de áreas privativas, o vizinho pode exigir a remoção ou ajuste do ângulo, podendo buscar tutela judicial para proteger sua privacidade.', 'chunks': ['9c7da499', '4d9abb51'], 'trecho_chave': 'realização do tratamento para propósitos legítimos, específicos, explícitos e informados ao titular', 'percentual': ['60', '40']}";"0.82";"0.78";"0.54";"0.57";"1.00";"1.00";"maritaca"
"grafo";"O condomínio pode instalar câmeras na garagem sem avisar?";"Não, o Art. 7º, IX exige transparência. Deve haver placas informativas. Mas ""aviso prévio"" ou ""aviso contemporâneo""? A lei não estabelece prazo.";"{'resposta': 'Não. A instalação de câmeras em áreas comuns de condomínio, como a garagem, envolve tratamento de dados pessoais e deve observar os princípios da LGPD, especialmente o da transparência (art. 6º, VI), que exige informação prévia e clara aos titulares sobre a coleta e finalidade das imagens. A ausência de comunicação formal viola o direito à privacidade e à autodeterminação informativa dos moradores, podendo gerar responsabilidade civil ao condomínio. Portanto, a gestão deve comunicar previamente a instalação e obter consentimento, salvo hipóteses legais específicas de dispensa.', 'chunks': ['9c7da499', '941201b9'], 'trecho_chave': 'transparência: garantia, aos titulares, de informações claras, precisas e facilmente acessíveis sobre a realização do tratamento', 'percentual': ['70', '30']}";"0.74";"0.78";"0.54";"0.39";"1.00";"1.00";"maritaca"
"grafo";"Posso exigir cópia de gravação onde apareço em área comum do condomínio?";"Sim, é seu direito de acesso (Art. 18). Mas se aparecem outros moradores? O condomínio pode negar por proteger privacidade de terceiros.";"{'resposta': 'Sim, o titular dos dados pessoais tem direito de solicitar acesso às gravações em que aparece, conforme o art. 19 da LGPD, que assegura confirmação de existência ou acesso aos seus dados mediante requisição formal ao controlador (condomínio ou administradora). O acesso deve ser fornecido em formato simplificado, imediatamente, ou por declaração clara em até 15 dias, respeitados segredos comercial e industrial. O condomínio pode estabelecer procedimentos internos e eventual custo administrativo, mas não pode negar o acesso sem justificativa legal.', 'chunks': ['7b6b9e10', 'a57ec09b'], 'trecho_chave': 'A confirmação de existência ou o acesso a dados pessoais serão providenciados, mediante requisição do titular', 'percentual': ['70', '30']}";"0.67";"0.69";"0.54";"0.69";"1.00";"1.00";"maritaca"
"grafo";"Meu empregador pode monitorar meu celular corporativo, incluindo WhatsApp?";"Ambíguo. Dispositivo corporativo pode ser monitorado para fins de segurança e cumprimento de políticas internas, desde que o funcionário seja previamente informado. O WhatsApp tem criptografia ponta-a-ponta, o que torna o monitoramento de conteúdo tecnicamente difícil e juridicamente questionável.";"{'resposta': 'Sim, o empregador pode monitorar o celular corporativo, inclusive o WhatsApp, desde que haja política interna clara, consentimento informado do empregado e finalidade de fiscalização do uso adequado do recurso. O tratamento de dados deve respeitar a LGPD, garantindo transparência, finalidade específica e proteção à privacidade, conforme obrigações do art. 7º e art. 8º da LGPD. O monitoramento deve ser limitado ao âmbito corporativo e não pode invadir a esfera pessoal do empregado, salvo situações excepcionais previstas em lei ou contrato.', 'chunks': ['a57ec09b', 'd157f57f'], 'trecho_chave': 'Tratamento de dados pessoais mediante fornecimento de consentimento pelo titular', 'percentual': ['70', '30']}";"0.70";"0.56";"0.99";"0.74";"1.00";"1.00";"maritaca"
"grafo";"Meu empregador pode monitorar meu celular corporativo, incluindo WhatsApp?";"Ambíguo. Dispositivo corporativo pode ser monitorado para fins de segurança e cumprimento de políticas internas, desde que o funcionário seja previamente informado. O WhatsApp tem criptografia ponta-a-ponta, o que torna o monitoramento de conteúdo tecnicamente difícil e juridicamente questionável.";"{'resposta': 'Sim, o empregador pode monitorar o celular corporativo, inclusive o WhatsApp, desde que o aparelho seja utilizado para fins profissionais e haja política interna clara sobre o monitoramento, respeitando a LGPD. O tratamento de dados pode se basear no legítimo interesse do controlador (art. 10, LGPD), mas deve ser informado ao colaborador e limitado ao necessário para a finalidade empresarial, preservando direitos fundamentais de privacidade e intimidade (art. 7º, I e IX, LGPD).', 'chunks': ['e9106279', '105471be'], 'trecho_chave': 'Tratamento de dados pessoais para atender aos interesses legítimos do controlador ou de terceiro', 'percentual': ['60', '40']}";"0.70";"0.59";"0.63";"0.74";"1.00";"1.00";"maritaca"
"grafo";"O shopping pode gravar áudio nas áreas comuns?";"Gravação de voz é dado sensível (Art. 5º, II). O ""legítimo interesse"" em segurança patrimonial justifica áudio? Provavelmente não sem autorização judicial.";"{'resposta': 'A gravação de áudio em áreas comuns de shopping é permitida apenas se houver finalidade legítima, como segurança, e se forem observados os princípios da LGPD, especialmente a transparência e o consentimento, quando exigido. O shopping, como controlador, deve informar os titulares sobre o tratamento dos dados, garantir anonimização sempre que possível e adotar medidas de segurança. A base legal pode ser o legítimo interesse (art. 7º, IX) ou proteção da vida (art. 7º, VII), mas não pode violar direitos fundamentais de privacidade e intimidade (art. 4º, I).', 'chunks': ['a57ec09b', '4d9abb51'], 'trecho_chave': 'quando necessário para atender aos interesses legítimos do controlador ou de terceiro, exceto no caso de prevalecerem direitos e liberdades fundamentais do titular que exijam a proteção dos dados pessoais', 'percentual': ['70', '30']}";"0.90";"0.74";"0.54";"0.70";"1.00";"1.00";"maritaca"
"grafo";"Posso filmar policiais em abordagem pública?";"Sim, é direito constitucional (livre expressão). Mas a lei de abuso de autoridade protege dados pessoais de autoridades. Conflito em abordagem.";"{'resposta': ""Sim, qualquer pessoa pode filmar policiais durante abordagem pública em local público, pois se trata de exercício do direito fundamental de liberdade de expressão e de informação, além de servir ao interesse coletivo de fiscalização da atuação estatal. Não há exigência de autorização prévia, desde que a gravação não interfira na ação policial nem viole direitos essenciais de terceiros. A LGPD não se aplica a esse tipo de gravação, conforme exceção para fins jornalísticos ou de interesse público (art. 4º, II, 'c' e 'd' da LGPD)."", 'resposta_completa': ""A filmagem de policiais em abordagem pública é permitida pelo ordenamento jurídico brasileiro, fundamentada nos direitos fundamentais de liberdade de expressão (art. 5º, IX, CF) e de acesso à informação (art. 5º, XIV, CF). A gravação, realizada por qualquer pessoa presente, não exige autorização prévia, desde que não interfira na ação policial nem viole direitos de terceiros. A Lei Geral de Proteção de Dados (LGPD) não se aplica a esse tipo de registro, pois há exceção expressa para tratamento de dados realizado para fins jornalísticos ou de interesse público (art. 4º, II, 'c' e 'd'). Portanto, a filmagem é lícita e pode ser feita a qualquer momento em que ocorra a abordagem, sem limite de quantidade de pessoas ou gravações, desde que respeitados os limites legais gerais."", 'chunks': ['e9106279', 'cfd5d742'], 'trecho_chave': 'Exceção de aplicação da LGPD para tratamento de dados pessoais realizado para fins exclusivamente jornalísticos e artísticos', 'percentual': ['60', '40']}";"0.79";"0.49";"0.54";"0.61";"1.00";"1.00";"maritaca"
"grafo";"A empresa pode exigir que eu mantenha câmera ligada durante reunião remota?";"Pode ser considerado ""monitoramento excessivo"". O Art. 6º exige ""necessidade"". Se não é essencial para a tarefa, pode ser questionável.";"{'resposta': 'A empresa pode solicitar que o funcionário mantenha a câmera ligada durante reuniões remotas, desde que haja justificativa legítima (como controle de presença ou participação) e que a exigência seja proporcional, transparente e não viole direitos fundamentais de privacidade e intimidade, conforme princípios da LGPD (art. 6º). Não há vedação legal expressa, mas a prática deve respeitar a finalidade, necessidade e consentimento informado, evitando tratamento excessivo de dados pessoais. Trecho-chave: “Obrigação de observar o princípio Finalidade nas atividades de tratamento de dados pessoais” (9c7da499).', 'chunks': ['9c7da499', '4d9abb51'], 'trecho_chave': 'Obrigação de observar o princípio Finalidade nas atividades de tratamento de dados pessoais', 'percentual': ['60', '40']}";"0.64";"0.72";"0.54";"0.37";"1.00";"1.00";"maritaca"
"grafo";"O ônibus pode ter câmeras filmando passageiros?";"Pode, para segurança (Art. 7º, IX). Mas transmissão ao vivo para ""central"" é tratamento de dados. E armazenar por quanto tempo?";"{'resposta': 'Sim, é permitido instalar câmeras de monitoramento no interior de ônibus para segurança e controle interno, desde que observadas as normas de proteção de dados pessoais. O tratamento de imagens deve seguir princípios da LGPD, como finalidade, transparência e segurança, conforme autoriza o art. 50, que permite a formulação de regras de boas práticas para o tratamento de dados. A empresa responsável deve garantir que o monitoramento seja proporcional, informar os passageiros sobre a gravação e adotar medidas para proteger a privacidade dos titulares das imagens.', 'chunks': ['b9aa2a08', '3d4c7895'], 'trecho_chave': 'Art. 50: controladores e operadores poderão formular regras de boas práticas e de governança que estabeleçam as condições de organização, o regime de funcionamento, os procedimentos, as normas de segurança e outros aspectos relacionados ao tratamento de dados pessoais.', 'percentual': ['60', '40']}";"0.85";"0.77";"0.54";"0.43";"1.00";"1.00";"maritaca"
"grafo";"Posso exigir que minha imagem seja borrada em transmissão ao vivo de evento público?";"Direito de imagem (Art. 20 do CC) se aplica mesmo em espaço público. Mas se é ""notícia"" ou ""fato público""? A liberdade de imprensa pode prevalecer.";"{'resposta': 'Sim, é possível exigir o borramento da imagem em transmissão ao vivo de evento público, pois a LGPD assegura ao titular o direito à privacidade, à proteção de dados e à anonimização, conforme art. 5º, XI, e art. 6º, VII. O controlador deve adotar medidas técnicas para proteger a imagem do titular, especialmente quando não houver consentimento específico para exposição. O pedido deve ser feito ao responsável pela transmissão, que tem obrigação de avaliar a solicitação à luz dos princípios de necessidade, finalidade e segurança, podendo ser atendido se não houver fundamento legal que justifique a exposição.', 'chunks': ['e9106279', '9c7da499'], 'trecho_chave': 'anonimização: utilização de meios técnicos razoáveis e disponíveis no momento do tratamento, por meio dos quais um dado perde a possibilidade de associação, direta ou indireta, a um indivíduo', 'percentual': ['60', '40']}";"0.83";"0.68";"0.53";"0.55";"1.00";"1.00";"maritaca"
"grafo";"O plano de saúde pode negar cobertura com base no meu histórico de doenças?";"Não. Dados de saúde são sensíveis. Usar histórico médico para negar cobertura configura uso discriminatório vedado pelo art. 6º, IX, e pelo Código de Defesa do Consumidor. A ANS também proíbe essa prática.";"{'resposta': 'A negativa de cobertura de plano de saúde com base em histórico de doenças pré-existentes é vedada, salvo se houver cláusula contratual clara e se a operadora comprovar que o beneficiário omitiu informações dolosamente. O art. 11 da Lei 9.656/98 proíbe a exclusão de cobertura por doença preexistente, exceto em casos de fraude ou omissão intencional, devendo a operadora demonstrar o nexo causal e a má-fé do consumidor. O tratamento de dados sensíveis, como histórico de saúde, só pode ocorrer nas hipóteses legais, conforme art. 11 da LGPD (Lei 13.709/2018).', 'resposta_completa': 'A negativa de cobertura de plano de saúde com base em histórico de doenças pré-existentes é vedada pela legislação brasileira, salvo em situações excepcionais. O art. 11 da Lei 9.656/98 (Lei dos Planos de Saúde) estabelece que a operadora não pode recusar a adesão ou limitar cobertura em razão de doença ou lesão preexistente, exceto se comprovar que o beneficiário agiu de má-fé, omitindo dolosamente informações relevantes no momento da contratação. Nesse caso, a operadora deve demonstrar o nexo causal entre a omissão e o evento coberto, além de provar a intenção fraudulenta do consumidor. Ademais, o tratamento de dados pessoais sensíveis, como informações de saúde, só pode ocorrer nas hipóteses previstas no art. 11 da LGPD (Lei 13.709/2018), que exige consentimento específico e destacado do titular ou justificativa legal, como tutela da saúde ou cumprimento de obrigação regulatória. Portanto, a negativa baseada apenas no histórico médico, sem prova de fraude, é ilegal e pode ser questionada judicialmente.', 'chunks': ['b47f4387', 'a57ec09b'], 'trecho_chave': 'O tratamento de dados pessoais sensíveis somente poderá ocorrer nas seguintes hipóteses: I - quando o titular ou seu responsável legal consentir, de forma específica e destacada, para finalidades específicas', 'percentual': ['60', '40']}";"0.77";"0.58";"0.96";"0.59";"1.00";"1.00";"maritaca"
"grafo";"A farmácia pode vender meu histórico de compras de medicamentos para laboratórios?";"Não. Histórico de medicamentos revela informações de saúde, configurando dado sensível. A venda para fins comerciais entre controladores com objetivo de vantagem econômica é vedada pelo art. 11, §3º e §4º.";"{'resposta': 'Não. O histórico de compras de medicamentos é considerado dado pessoal sensível (art. 5º, II, LGPD) e só pode ser compartilhado com consentimento específico e destacado do titular, para finalidades determinadas (art. 11, I, LGPD). A venda desse histórico a laboratórios sem consentimento viola a LGPD, pois não se enquadra nas hipóteses legais de tratamento sem consentimento. O controlador (farmácia) deve garantir a privacidade e só pode transferir dados a terceiros se respeitar os requisitos legais, sob pena de responsabilização (arts. 7º, 11 e 16 da LGPD).', 'chunks': ['e9106279', 'b47f4387', 'a57ec09b', '5cf8dbf1'], 'trecho_chave': 'tratamento de dados pessoais sensíveis somente poderá ocorrer [...] quando o titular [...] consentir, de forma específica e destacada, para finalidades específicas', 'percentual': ['30', '30', '20', '20']}";"0.57";"0.93";"0.55";"0.67";"1.00";"1.00";"maritaca"
"grafo";"Posso gravar minha própria consulta médica sem autorização do médico?";"É ambíguo. Você pode gravar sua voz, mas o médico tem direito à imagem e sigilo profissional. Conflito de direitos.";"{'resposta': 'Sim, o paciente pode gravar sua própria consulta médica sem autorização prévia do médico, pois é titular dos seus dados pessoais e exerce direito de acesso e controle sobre informações relativas à sua saúde. A gravação, feita para uso pessoal, não viola a LGPD, desde que não haja compartilhamento indevido. Trecho-chave: “assegurar titularidade de dados pessoais ao titular” (4d9abb51).', 'chunks': ['4d9abb51', 'a57ec09b'], 'trecho_chave': 'assegurar titularidade de dados pessoais ao titular', 'percentual': ['60', '40']}";"0.81";"0.70";"0.54";"0.54";"1.00";"1.00";"maritaca"
"grafo";"O empregador pode instalar câmeras em home office?";"Se é equipamento da empresa, pode argumentar ""legítimo interesse"". Mas o ""ambiente doméstico"" tem ""expectativa de privacidade"" absoluta.";"{'resposta': 'A instalação de câmeras no home office para monitoramento do colaborador é juridicamente delicada e, em regra, vedada, pois viola direitos fundamentais de privacidade e intimidade previstos na LGPD (art. 1º) e na Constituição. O tratamento de dados pessoais deve respeitar finalidades legítimas, necessidade e consentimento específico, sendo invasivo monitorar o ambiente residencial do empregado. A exceção só se admite se houver justificativa legal, finalidade clara, consentimento informado e medidas de minimização do impacto à privacidade, o que raramente se aplica ao monitoramento por câmeras em residência.', 'chunks': ['820509db', '4d9abb51'], 'trecho_chave': 'proteger os direitos fundamentais de liberdade e de privacidade', 'percentual': ['60', '40']}";"0.74";"0.63";"0.46";"0.74";"1.00";"1.00";"maritaca"
"grafo";"A locadora pode ter GPS no carro sem avisar?";"Não, é dado pessoal (localização). O Art. 6º exige transparência. Mesmo no contrato, deve ser claro.";"{'resposta': 'A instalação de GPS em veículo locado sem aviso prévio ao cliente viola a LGPD, pois o monitoramento de localização constitui tratamento de dados pessoais e exige consentimento explícito do titular, conforme arts. 7º e 8º da LGPD. O titular tem direito à informação clara sobre o tratamento (art. 6º, VI) e à revogação do consentimento (art. 8º, §5º). A ausência de aviso fere os direitos de privacidade e intimidade, podendo gerar responsabilidade civil à locadora por tratamento ilícito de dados.', 'chunks': ['a57ec09b', 'd157f57f'], 'trecho_chave': 'Tratamento de dados pessoais mediante fornecimento de consentimento pelo titular', 'percentual': ['70', '30']}";"0.87";"0.52";"0.54";"0.46";"1.00";"1.00";"maritaca"
"grafo";"O condomínio pode compartilhar imagens de assaltos em grupo de WhatsApp?";"Pode haver ""legítimo interesse"" em alertar moradores. Mas se identifica suspeito não condenado? Configura violação da presunção de inocência.";"{'resposta': 'O condomínio não pode compartilhar imagens de assaltos em grupos de WhatsApp sem autorização dos envolvidos, pois o tratamento de dados pessoais, inclusive imagens, exige consentimento do titular ou base legal específica (art. 7º, LGPD). O compartilhamento sem consentimento viola os princípios da finalidade, necessidade e proteção da privacidade (art. 6º, LGPD), podendo gerar responsabilidade civil e administrativa. O síndico deve priorizar comunicação institucional, sem exposição de pessoas, e adotar medidas de segurança adequadas.', 'chunks': ['9c7da499', '820509db'], 'trecho_chave': 'realização do tratamento para propósitos legítimos, específicos, explícitos e informados ao titular', 'percentual': ['60', '40']}";"0.72";"0.88";"0.54";"0.39";"0.83";"1.00";"maritaca"
"grafo";"Posso exigir que câmeras de vigilância não capturem minha placa de carro?";"Placa é dado público (cartório de veículos). Mas associação ""placa + rosto + horário"" permite rastreamento. É dado pessoal sensível.";"{'resposta': 'Sim, é possível solicitar que câmeras de vigilância não capturem sua placa, pois a LGPD assegura ao titular o direito à privacidade e à proteção de dados pessoais (art. 17). O condomínio, como controlador, deve avaliar se a captação é estritamente necessária para segurança, podendo adotar medidas como direcionamento das câmeras ou anonimização, respeitando o princípio da minimização. A solicitação deve ser formalizada ao controlador, que pode indeferir se houver fundamento legítimo para o tratamento, como obrigação legal ou interesse público.', 'chunks': ['4d9abb51', '820509db'], 'trecho_chave': 'Toda pessoa natural tem assegurada a titularidade de seus dados pessoais e garantidos os direitos fundamentais de liberdade, de intimidade e de privacidade, nos termos desta Lei.', 'percentual': ['60', '40']}";"0.70";"0.64";"0.54";"0.46";"1.00";"1.00";"maritaca"
"grafo";"O banco pode compartilhar meu score de crédito com outros bancos sem minha autorização?";"O score de crédito pode ser compartilhado entre instituições financeiras com base na ""proteção do crédito"" (art. 7º, X) e na lei do cadastro positivo (lei 12.414/2011). O consentimento não é sempre necessário nesse caso específico.";"{'resposta': 'Não. O compartilhamento de score de crédito entre bancos sem autorização do titular é vedado pela LGPD, pois o score é dado pessoal e sua comunicação exige consentimento específico e informado (art. 5º, XII). A lei só permite tratamento sem consentimento em hipóteses restritas, como proteção do crédito (art. 7º, X), mas não autoriza transferência a terceiros sem base legal ou consentimento. O controlador deve informar ao titular sobre qualquer uso compartilhado (art. 9º, VIII).', 'chunks': ['e9106279', 'a57ec09b'], 'trecho_chave': 'consentimento: manifestação livre, informada e inequívoca pela qual o titular concorda com tratamento de seus dados pessoais para uma finalidade determinada', 'percentual': ['70', '30']}";"0.89";"0.76";"0.00";"0.55";"1.00";"1.00";"maritaca"
"grafo";"A empresa de ônibus pode vender dados de movimentação de passageiros?";"Dados de geolocalização são sensíveis. Anonimização pode permitir, mas se permite reidentificação cruzando com outros dados?";"{'resposta': 'Não. A empresa de ônibus só pode transferir dados pessoais de passageiros a terceiros se houver consentimento do titular ou outra base legal prevista na LGPD, como cumprimento de obrigação legal ou regulatória. O art. 16 da LGPD permite transferência a terceiro “desde que respeitados os requisitos de tratamento de dados dispostos nesta Lei”. A venda de dados sem consentimento ou fundamento legal viola os princípios da finalidade, necessidade e transparência, sujeitando a empresa a sanções administrativas e civis.', 'chunks': ['5cf8dbf1', '9c7da499'], 'trecho_chave': 'transferência a terceiro, desde que respeitados os requisitos de tratamento de dados dispostos nesta Lei', 'percentual': ['60', '40']}";"0.81";"0.98";"0.54";"0.37";"1.00";"1.00";"maritaca"
"grafo";"A empresa pode usar meu histórico de pesquisas no Google para me oferecer produtos?";"Não diretamente. O histórico de pesquisas é tratado pelo Google. Para uma empresa acessá-lo e usá-lo para personalização, precisa de consentimento do titular ou ter obtido os dados por meio lícito com finalidade compatível.";"{'resposta': 'Sim, empresas podem usar o histórico de pesquisas do Google para direcionar ofertas, desde que haja consentimento do titular ou base legal adequada, conforme a LGPD. O tratamento deve ser transparente, limitado à finalidade informada e respeitar direitos como acesso, correção e eliminação dos dados. O titular pode solicitar informações sobre o tratamento e revogar o consentimento, nos termos do art. 18 da LGPD. O uso deve ser proporcional e não pode violar direitos fundamentais de privacidade e liberdade.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) permite que empresas utilizem dados pessoais, incluindo histórico de pesquisas, para direcionamento de ofertas, desde que exista base legal para o tratamento, como consentimento do titular (art. 7º, I) ou legítimo interesse do controlador (art. 7º, IX). O tratamento deve ser transparente, com finalidade específica informada ao titular, e respeitar direitos como acesso, correção, anonimização, bloqueio, eliminação e portabilidade dos dados (art. 18). O titular pode solicitar informações sobre o tratamento e revogar o consentimento a qualquer momento. O uso de algoritmos de recomendação é permitido, mas deve ser proporcional, não discriminatório e proteger a privacidade do usuário. Caso o tratamento seja realizado sem base legal ou em desconformidade com a lei, o titular pode exigir a correção ou eliminação dos dados e buscar reparação por eventuais danos.', 'chunks': ['f9e4ad69', '105471be'], 'trecho_chave': 'O titular dos dados pessoais tem direito a obter do controlador, em relação aos dados do titular por ele tratados, a qualquer momento e mediante requisição: I - confirmação da existência de tratamento; II - acesso aos dados; III - correção de dados incompletos, inexatos ou desatualizados; IV - anonimização, bloqueio ou eliminação de dados desnecessários, excessivos ou tratados em desconformidade com o disposto nesta Lei', 'percentual': ['60', '40']}";"0.77";"0.71";"0.95";"0.77";"1.00";"1.00";"maritaca"
"grafo";"O metrô pode usar reconhecimento facial ""para estatísticas de fluxo""?";"A ViaQuatro foi multada por isso. Mesmo que ""anonimizado"", se é possível reidentificar, é tratamento de dado pessoal.";"{'resposta': 'O uso de reconhecimento facial para estatísticas de fluxo em metrôs depende de anonimização dos dados e finalidade legítima, conforme a LGPD. O tratamento de dado biométrico é sensível e exige base legal adequada, como consentimento ou interesse público, além de transparência e relatório de impacto, se necessário. O art. 5º, II e XI, define dado biométrico e anonimização, e o art. 27 exige consentimento para compartilhamento, salvo exceções legais. Portanto, é possível, mas condicionado a requisitos rigorosos de proteção e justificativa.', 'chunks': ['e9106279', '898ad7f0'], 'trecho_chave': 'dado pessoal sensível: dado pessoal [...] dado genético ou biométrico, quando vinculado a uma pessoa natural', 'percentual': ['70', '30']}";"0.88";"0.81";"0.56";"0.46";"1.00";"1.00";"maritaca"
"grafo";"O site pode recusar acesso se eu não aceitar cookies de publicidade?";"A LGPD exige consentimento para cookies não essenciais. Mas ""bloquear acesso"" é coerção ao consentimento? A ANPD recomenda alternativa.";"{'resposta': 'Não. O controlador deve informar ao titular sobre a possibilidade de não fornecer consentimento e as consequências da negativa, conforme art. 18, VIII, da LGPD. Bloquear integralmente o acesso ao site por recusa de cookies publicitários pode ser considerado prática abusiva, pois restringe o exercício de direitos do titular sem justificativa legal. O consentimento deve ser livre e informado, não podendo ser condicionado a restrições desproporcionais ao uso do serviço essencial oferecido pelo site.', 'chunks': ['f9e4ad69'], 'trecho_chave': 'informação sobre a possibilidade de não fornecer consentimento e sobre as consequências da negativa', 'percentual': ['100']}";"0.88";"0.84";"0.54";"0.66";"1.00";"1.00";"maritaca"
"grafo";"Posso exigir que um meme com minha foto seja removido?";"Se é ""paródia"" ou ""sátira"", a liberdade de expressão prevalece. Mas se é ""revenge porn"" ou difamação? Aí é ilícito.";"{'resposta': 'Sim, você pode exigir a remoção de meme com sua foto publicado sem consentimento, pois a LGPD assegura ao titular o direito de solicitar a eliminação de dados pessoais tratados sem consentimento, conforme art. 18, VI. O pedido deve ser feito formalmente ao controlador (plataforma ou responsável), que tem obrigação de atender, salvo hipóteses legais de conservação. O fundamento está na proteção da privacidade e da imagem, previstos nos arts. 1º e 2º da LGPD, que garantem o respeito à intimidade e à autodeterminação informativa.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) confere ao titular o direito de solicitar a eliminação de seus dados pessoais tratados sem consentimento, inclusive imagens publicadas em memes em redes sociais ou plataformas digitais. O art. 18, VI, da LGPD estabelece que o titular pode requerer a eliminação dos dados pessoais tratados com seu consentimento, exceto nas hipóteses legais de conservação. O art. 1º da LGPD protege direitos fundamentais de liberdade, privacidade e livre desenvolvimento da personalidade, enquanto o art. 2º reforça o respeito à intimidade, honra e imagem. Assim, a solicitação formal à plataforma ou responsável pelo conteúdo é juridicamente amparada, devendo ser atendida, salvo situações excepcionais previstas em lei, como obrigação legal de manutenção dos dados.', 'chunks': ['f9e4ad69', '941201b9'], 'trecho_chave': 'eliminação dos dados pessoais tratados com o consentimento do titular', 'percentual': ['60', '40']}";"0.80";"0.66";"0.54";"0.44";"1.00";"1.00";"maritaca"
"grafo";"O WhatsApp pode compartilhar metadados com o Facebook?";"O ""compartilhamento de dados entre empresas do grupo econômico"" é permitido desde que informado. Mas a ""atualização dos termos"" de 2021 gerou controvérsia.";"{'resposta': 'O compartilhamento de metadados entre WhatsApp e Facebook só é lícito se houver consentimento informado, específico e destacado do titular, conforme art. 5º, XII, da LGPD. O controlador (WhatsApp) deve informar claramente a finalidade e obter autorização para uso compartilhado, nos termos do art. 6º, VI (transparência) e art. 7º, I (consentimento). Sem consentimento, o compartilhamento para fins comerciais viola a LGPD, pois desrespeita os princípios de finalidade, necessidade e transparência, podendo gerar responsabilidade civil e sanções administrativas.', 'chunks': ['e9106279', '9c7da499'], 'trecho_chave': 'consentimento: manifestação livre, informada e inequívoca pela qual o titular concorda com o tratamento de seus dados pessoais para uma finalidade determinada', 'percentual': ['60', '40']}";"0.74";"0.84";"0.54";"0.49";"1.00";"1.00";"maritaca"
"grafo";"Posso exigir que minhas mensagens antigas sejam apagadas do servidor?";"O Art. 18 permite. Mas o WhatsApp alega ""criptografia de ponta a ponta"" - se não tem os dados, não pode apagar?";"{'resposta': 'Sim, você pode exigir a eliminação de suas mensagens antigas do servidor, pois o titular dos dados tem direito à eliminação de dados pessoais tratados com seu consentimento, mediante requisição formal ao controlador, conforme o art. 18, VI, da LGPD. Contudo, a exclusão pode ser negada se houver obrigação legal ou regulatória que exija a conservação dos dados, ou outras hipóteses previstas no art. 16 da LGPD. O pedido deve ser feito por escrito e direcionado ao responsável pelo tratamento dos dados.', 'chunks': ['f9e4ad69', '5cf8dbf1'], 'trecho_chave': 'eliminação dos dados pessoais tratados com o consentimento do titular, exceto nas hipóteses previstas no art. 16 desta Lei', 'percentual': ['70', '30']}";"0.66";"0.81";"0.55";"0.67";"1.00";"1.00";"maritaca"
"grafo";"O LinkedIn pode sugerir meu perfil para concorrentes?";"Pode, com base em ""legítimo interesse"" da plataforma em conectar profissionais. Mas se isso prejudica minha posição negocial atual?";"{'resposta': 'Sim, o LinkedIn pode sugerir seu perfil para concorrentes, pois atua como controlador de dados e utiliza algoritmos de recomendação baseados em legítimo interesse (art. 7º, IX, LGPD), desde que não viole direitos fundamentais de privacidade e liberdade do titular. O tratamento automatizado é permitido, mas o titular pode solicitar revisão dessa decisão (art. 20, LGPD). O controlador deve garantir transparência e possibilidade de revisão humana, respeitando os princípios de proteção de dados pessoais.', 'chunks': ['a57ec09b', 'd864f83b'], 'trecho_chave': 'quando necessário para atender aos interesses legítimos do controlador ou de terceiro', 'percentual': ['70', '30']}";"0.80";"0.68";"0.54";"0.42";"1.00";"1.00";"maritaca"
